Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Avg_InterPurchase_Interval,First_Time_Buyer
1464,22,1,209.49,1,Loyal Customers,72.0,1
1465,421,1,102.0,0,Lost Customers,72.0,1
1466,582,1,156.85000000000002,0,Lost Customers,72.0,1
1467,16,18,6585.54,2,Champions,41.411764705882355,0
1468,19,2,609.89,1,Loyal Customers,403.0,0
1469,159,2,700.41,0,Lost Customers,244.0,0
1470,577,2,324.19,0,Lost Customers,92.0,0
1471,25,7,1095.27,1,Loyal Customers,102.83333333333333,0
1472,399,2,620.37,0,Lost Customers,15.0,0
1473,212,2,266.59000000000003,0,Lost Customers,105.0,0
1474,6,10,1690.07,2,Champions,63.55555555555556,0
1475,486,1,139.95000000000002,0,Lost Customers,72.0,1
1476,416,1,651.4,0,Lost Customers,72.0,1
1477,253,1,85.0,0,Lost Customers,72.0,1
1478,59,18,5319.34,2,Champions,34.94117647058823,0
1479,381,1,319.75,0,Lost Customers,72.0,1
1480,11,1,361.62,1,Loyal Customers,72.0,1
1481,65,1,312.98,0,Lost Customers,72.0,1
1482,25,4,1307.79,1,Loyal Customers,124.33333333333333,0
1483,720,1,310.72,0,Lost Customers,72.0,1
1484,92,8,3015.0,3,At Risk,90.71428571428571,0
1485,52,5,3469.3,3,At Risk,142.75,0
1486,129,1,1595.48,3,At Risk,72.0,1
1487,96,8,4606.46,3,At Risk,82.85714285714286,0
1488,611,1,187.35000000000002,0,Lost Customers,72.0,1
1489,57,1,1090.14,1,Loyal Customers,72.0,1
1490,9,39,11944.56,2,Champions,17.736842105263158,0
1491,501,4,1310.3400000000001,3,At Risk,76.0,0
1492,169,11,1142.03,3,At Risk,44.5,0
1493,393,6,1001.01,3,At Risk,35.0,0
1494,57,1,216.17,0,Lost Customers,72.0,1
1495,326,2,515.86,0,Lost Customers,203.0,0
1496,1,5,1245.9,1,Loyal Customers,27.666666666666668,0
1497,429,2,273.26,0,Lost Customers,101.0,0
1498,18,9,2556.09,2,Champions,45.875,0
1499,248,4,1239.55,3,At Risk,114.66666666666667,0
1500,387,1,662.4000000000001,0,Lost Customers,72.0,1
1501,58,4,501.56,1,Loyal Customers,76.66666666666667,0
1502,74,1,145.67000000000002,0,Lost Customers,72.0,1
1503,31,3,1005.09,1,Loyal Customers,93.0,0
1504,7,2,3192.54,1,Loyal Customers,31.0,0
1505,123,10,7996.87,2,Champions,62.666666666666664,0
1506,2,15,5712.08,2,Champions,47.285714285714285,0
1507,23,17,7885.85,2,Champions,45.93333333333333,0
1508,527,3,919.57,3,At Risk,99.0,0
1509,120,8,1038.92,3,At Risk,74.57142857142857,0
1510,358,7,2049.15,3,At Risk,52.0,0
1511,54,14,4814.37,2,Champions,51.15384615384615,0
1512,64,1,122.7,0,Lost Customers,72.0,1
1513,86,3,449.68,1,Loyal Customers,301.0,0
1514,55,4,2416.9,3,At Risk,182.66666666666666,0
1515,646,1,395.5,0,Lost Customers,72.0,1
1516,21,17,4293.86,2,Champions,33.4375,0
1517,4,43,45179.1,2,Champions,14.880952380952381,0
1518,3,5,1191.13,1,Loyal Customers,14.75,0
1519,11,15,6560.02,2,Champions,51.0,0
1520,7,10,1825.03,2,Champions,51.0,0
1521,189,2,506.8,0,Lost Customers,11.0,0
1522,71,1,243.56,0,Lost Customers,72.0,1
1523,204,1,349.55,0,Lost Customers,72.0,1
1524,120,7,2001.59,3,At Risk,90.6,0
1525,93,6,1991.23,3,At Risk,118.2,0
1526,1,14,2927.38,2,Champions,55.84615384615385,0
1527,378,3,859.21,3,At Risk,101.5,0
1528,27,6,1267.6499999999999,1,Loyal Customers,109.4,0
1529,298,1,821.1,0,Lost Customers,72.0,1
1530,24,3,564.62,1,Loyal Customers,143.0,0
1531,28,6,4008.52,2,Champions,141.0,0
1532,626,1,388.55,0,Lost Customers,72.0,1
1533,50,3,1160.72,1,Loyal Customers,313.0,0
1534,326,2,686.4,0,Lost Customers,85.0,0
1535,16,2,388.52,1,Loyal Customers,258.0,0
1536,183,6,1610.59,3,At Risk,88.0,0
1537,72,15,5676.34,2,Champions,44.857142857142854,0
1538,632,5,34095.26,3,At Risk,22.5,0
1539,400,1,165.45000000000002,0,Lost Customers,72.0,1
1540,37,2,332.64,1,Loyal Customers,257.0,0
1541,733,1,312.65,0,Lost Customers,72.0,1
1542,409,1,42.0,0,Lost Customers,72.0,1
1543,692,1,136.8,0,Lost Customers,72.0,1
1544,80,4,2369.55,3,At Risk,65.33333333333333,0
1545,423,2,282.85,0,Lost Customers,98.0,0
1546,57,20,4234.99,2,Champions,30.57894736842105,0
1547,424,1,124.95,0,Lost Customers,72.0,1
1548,507,1,42.22,0,Lost Customers,72.0,1
1549,12,2,626.45,1,Loyal Customers,24.0,0
1550,394,1,70.80000000000001,0,Lost Customers,72.0,1
1551,464,4,1275.81,3,At Risk,70.33333333333333,0
1552,50,2,272.04,1,Loyal Customers,141.0,0
1553,50,2,1212.8400000000001,1,Loyal Customers,203.0,0
1554,59,4,1360.68,3,At Risk,160.0,0
1555,432,4,1774.68,3,At Risk,43.0,0
1556,402,4,730.7,3,At Risk,105.66666666666667,0
1557,352,3,865.2,3,At Risk,57.5,0
1558,54,1,351.13,1,Loyal Customers,72.0,1
1559,2,6,1838.8500000000001,1,Loyal Customers,13.4,0
1560,93,4,678.25,3,At Risk,21.0,0
1561,23,1,223.85000000000002,1,Loyal Customers,72.0,1
1562,75,2,708.26,1,Loyal Customers,362.0,0
1563,11,4,464.57,1,Loyal Customers,40.333333333333336,0
1564,169,11,3494.1,3,At Risk,52.3,0
1565,58,2,337.34,1,Loyal Customers,78.0,0
1566,96,11,5257.38,2,Champions,63.7,0
1567,295,1,307.4,0,Lost Customers,72.0,1
1568,109,2,608.7900000000001,0,Lost Customers,39.0,0
1569,264,1,922.1,0,Lost Customers,72.0,1
1570,597,3,6116.92,3,At Risk,27.5,0
1571,180,3,939.66,3,At Risk,116.5,0
1572,169,2,880.13,3,At Risk,233.0,0
1573,35,1,71.66,0,Lost Customers,72.0,1
1574,23,7,1560.96,1,Loyal Customers,97.83333333333333,0
1575,17,4,839.14,1,Loyal Customers,41.666666666666664,0
1576,22,15,10027.18,2,Champions,49.57142857142857,0
1577,535,1,320.0,0,Lost Customers,72.0,1
1578,578,1,246.54,0,Lost Customers,72.0,1
1579,653,1,200.43,0,Lost Customers,72.0,1
1580,395,2,854.15,0,Lost Customers,85.0,0
1581,79,6,1876.23,3,At Risk,130.8,0
1582,65,1,90.6,0,Lost Customers,72.0,1
1583,361,4,548.76,3,At Risk,124.66666666666667,0
1584,3,6,2427.32,2,Champions,17.8,0
1585,11,4,745.06,1,Loyal Customers,78.0,0
1586,176,3,674.45,3,At Risk,58.5,0
1587,218,14,12823.521,2,Champions,38.38461538461539,0
1588,7,12,6640.68,2,Champions,65.0909090909091,0
1589,2,2,439.92,1,Loyal Customers,69.0,0
1590,154,3,544.0699999999999,3,At Risk,110.0,0
1591,5,5,1019.27,1,Loyal Customers,66.0,0
1592,418,3,458.25,0,Lost Customers,120.0,0
1593,380,8,4709.2300000000005,3,At Risk,50.285714285714285,0
1594,79,6,1064.77,3,At Risk,85.8,0
1595,21,2,230.22,1,Loyal Customers,50.0,0
1596,392,1,538.4,0,Lost Customers,72.0,1
1597,22,3,362.8,1,Loyal Customers,206.5,0
1598,308,17,2860.57,3,At Risk,17.5625,0
1599,387,2,438.9,0,Lost Customers,43.0,0
1600,477,3,996.61,3,At Risk,113.0,0
1601,435,1,384.26,0,Lost Customers,72.0,1
1602,146,2,166.3,0,Lost Customers,250.0,0
1603,423,1,123.66,0,Lost Customers,72.0,1
1604,7,35,12973.460000000001,2,Champions,17.676470588235293,0
1605,386,2,846.55,0,Lost Customers,51.0,0
1606,19,14,4667.57,2,Champions,50.69230769230769,0
1607,71,2,190.25,0,Lost Customers,131.0,0
1608,287,1,264.7,0,Lost Customers,72.0,1
1609,49,2,677.72,1,Loyal Customers,532.0,0
1610,31,12,5256.4,2,Champions,58.0,0
1611,207,4,1192.36,3,At Risk,153.33333333333334,0
1612,411,1,519.8100000000001,0,Lost Customers,72.0,1
1613,15,2,196.79000000000002,1,Loyal Customers,30.0,0
1614,73,7,3379.93,3,At Risk,110.0,0
1615,60,5,768.82,3,At Risk,148.5,0
1616,416,1,331.14,0,Lost Customers,72.0,1
1617,39,9,3954.29,2,Champions,80.625,0
1618,30,21,6753.89,2,Champions,34.5,0
1619,27,12,1893.8,2,Champions,63.63636363636363,0
1620,4,22,10020.86,2,Champions,31.142857142857142,0
1621,17,1,320.46,1,Loyal Customers,72.0,1
1622,380,2,682.54,0,Lost Customers,21.0,0
1623,20,8,4757.8,2,Champions,85.85714285714286,0
1624,66,5,2026.06,3,At Risk,124.25,0
1625,213,1,311.3,0,Lost Customers,72.0,1
1626,12,6,852.88,1,Loyal Customers,25.8,0
1627,30,3,219.5,1,Loyal Customers,215.5,0
1628,43,19,6775.71,2,Champions,38.111111111111114,0
1629,4,6,2274.14,2,Champions,28.2,0
1630,15,14,3902.01,2,Champions,53.92307692307692,0
1631,386,2,895.76,3,At Risk,13.0,0
1632,519,3,376.46,0,Lost Customers,15.5,0
1633,447,3,566.7,0,Lost Customers,64.5,0
1634,10,29,9502.26,2,Champions,25.428571428571427,0
1635,211,5,2046.3400000000001,3,At Risk,131.25,0
1636,46,9,4228.85,2,Champions,55.625,0
1637,134,2,529.73,0,Lost Customers,22.0,0
1638,733,1,209.41,0,Lost Customers,72.0,1
1639,43,11,6258.45,2,Champions,38.9,0
1640,10,5,2874.72,1,Loyal Customers,51.25,0
1641,116,7,2196.67,3,At Risk,89.16666666666667,0
1642,513,1,79.48,0,Lost Customers,72.0,1
1643,432,1,509.04,0,Lost Customers,72.0,1
1644,198,3,1099.91,3,At Risk,132.0,0
1645,565,2,445.15,0,Lost Customers,0.0,0
1646,480,2,457.82,0,Lost Customers,127.0,0
1647,278,1,328.8,0,Lost Customers,72.0,1
1648,110,5,1084.57,3,At Risk,128.0,0
1649,77,3,1948.21,3,At Risk,249.0,0
1650,53,1,917.34,1,Loyal Customers,72.0,1
1651,162,11,11403.41,2,Champions,53.4,0
1652,571,1,229.75,0,Lost Customers,72.0,1
1653,645,1,367.15000000000003,0,Lost Customers,72.0,1
1654,47,3,1421.61,1,Loyal Customers,45.0,0
1655,17,4,1249.01,1,Loyal Customers,170.33333333333334,0
1656,155,7,1716.58,3,At Risk,72.33333333333333,0
1657,225,2,792.15,3,At Risk,261.0,0
1658,7,2,584.07,1,Loyal Customers,242.0,0
1659,122,3,645.74,3,At Risk,134.0,0
1660,465,8,4057.9,3,At Risk,16.571428571428573,0
1661,471,2,713.11,0,Lost Customers,154.0,0
1662,61,1,104.82,0,Lost Customers,72.0,1
1663,550,3,10396.5,3,At Risk,0.0,0
1664,63,2,467.66,1,Loyal Customers,80.0,0
1665,18,20,7521.8,2,Champions,36.94736842105263,0
1666,7,44,39019.51,2,Champions,16.53488372093023,0
1667,2,16,4546.41,2,Champions,47.733333333333334,0
1668,555,1,109.44,0,Lost Customers,72.0,1
1669,22,3,648.89,1,Loyal Customers,67.5,0
1670,29,9,2794.75,2,Champions,72.375,0
1671,285,1,626.65,0,Lost Customers,72.0,1
1672,176,6,836.95,3,At Risk,110.6,0
1673,78,5,3069.88,3,At Risk,148.25,0
1674,33,2,267.28000000000003,1,Loyal Customers,542.0,0
1675,41,35,12523.81,2,Champions,20.058823529411764,0
1676,266,1,141.41,0,Lost Customers,72.0,1
1677,725,1,431.98,0,Lost Customers,72.0,1
1678,491,2,302.6,0,Lost Customers,238.0,0
1679,27,10,3077.7,2,Champions,72.55555555555556,0
1680,109,16,10986.63,2,Champions,38.86666666666667,0
1681,284,1,154.99,0,Lost Customers,72.0,1
1682,9,14,3968.11,2,Champions,51.0,0
1683,305,3,748.69,3,At Risk,38.5,0
1684,17,13,13023.4,2,Champions,49.666666666666664,0
1685,32,2,746.36,1,Loyal Customers,74.0,0
1686,1,37,21770.98,2,Champions,19.916666666666668,0
1687,20,2,466.66,1,Loyal Customers,371.0,0
1688,124,4,572.3,3,At Risk,120.33333333333333,0
1689,65,1,92.46,0,Lost Customers,72.0,1
1690,106,3,1520.96,3,At Risk,308.0,0
1691,1,23,8152.71,2,Champions,12.318181818181818,0
1692,24,22,8346.66,2,Champions,33.38095238095238,0
1693,463,2,469.19,0,Lost Customers,67.0,0
1694,267,1,183.6,0,Lost Customers,72.0,1
1695,5,30,8898.24,2,Champions,21.379310344827587,0
1696,507,3,917.4300000000001,3,At Risk,114.5,0
1697,10,24,25585.65,2,Champions,30.91304347826087,0
1698,438,9,22710.2,3,At Risk,36.25,0
1699,29,15,3260.24,2,Champions,46.57142857142857,0
1700,389,3,891.02,3,At Risk,21.0,0
1701,267,1,152.55,0,Lost Customers,72.0,1
1702,64,2,374.7,1,Loyal Customers,32.0,0
1703,320,4,1516.72,3,At Risk,118.66666666666667,0
1704,515,2,225.81,0,Lost Customers,46.0,0
1705,685,1,321.6,0,Lost Customers,72.0,1
1706,4,8,1437.57,2,Champions,37.0,0
1707,667,1,390.85,0,Lost Customers,72.0,1
1708,32,1,151.04,1,Loyal Customers,72.0,1
1709,623,1,219.39999999999998,0,Lost Customers,72.0,1
1710,5,6,1734.87,1,Loyal Customers,106.6,0
1711,129,1,118.67,0,Lost Customers,72.0,1
1712,41,6,615.0799999999999,1,Loyal Customers,70.2,0
1713,102,9,1553.47,3,At Risk,64.5,0
1714,125,2,618.73,0,Lost Customers,557.0,0
1715,33,5,1115.68,1,Loyal Customers,140.4,0
1716,302,10,4867.57,3,At Risk,47.22222222222222,0
1717,365,2,413.36,0,Lost Customers,27.0,0
1718,4,11,1082.19,2,Champions,71.3,0
1719,512,1,150.5,0,Lost Customers,72.0,1
1720,2,33,9720.67,2,Champions,22.375,0
1721,463,1,39.95,0,Lost Customers,72.0,1
1722,3,3,829.47,1,Loyal Customers,366.0,0
1723,10,16,64036.8,2,Champions,26.933333333333334,0
1724,57,1,158.75,0,Lost Customers,72.0,1
1725,325,1,76.32000000000001,0,Lost Customers,72.0,1
1726,654,2,9530.08,3,At Risk,44.0,0
1727,8,24,7229.45,2,Champions,30.695652173913043,0
1728,12,1,433.86,1,Loyal Customers,72.0,1
1729,440,1,311.77,0,Lost Customers,72.0,1
1730,723,1,2.95,0,Lost Customers,72.0,1
1731,4,17,65164.79,2,Champions,5.625,0
1732,481,2,422.85999999999996,0,Lost Customers,164.0,0
1733,37,1,147.35,1,Loyal Customers,72.0,1
1734,16,20,5750.91,2,Champions,37.05263157894737,0
1735,138,1,191.95000000000002,0,Lost Customers,72.0,1
1736,74,13,9961.93,2,Champions,45.083333333333336,0
1737,5,5,1105.8799999999999,1,Loyal Customers,9.25,0
1738,155,5,743.53,3,At Risk,100.75,0
1739,239,5,5988.83,3,At Risk,120.0,0
1740,737,1,214.79999999999998,0,Lost Customers,72.0,1
1741,52,11,4877.3,2,Champions,67.4,0
1742,31,4,1044.96,1,Loyal Customers,235.0,0
1743,73,1,144.2,0,Lost Customers,72.0,1
1744,4,33,12987.95,2,Champions,23.29032258064516,0
1745,14,4,692.85,1,Loyal Customers,75.33333333333333,0
1746,23,13,5834.59,2,Champions,52.333333333333336,0
1747,4,16,7092.610000000001,2,Champions,48.06666666666667,0
1748,274,7,1364.09,3,At Risk,54.833333333333336,0
1749,502,2,622.6700000000001,0,Lost Customers,165.0,0
1750,20,5,1382.74,1,Loyal Customers,25.0,0
1751,144,1,90.0,0,Lost Customers,72.0,1
1752,429,1,458.45,0,Lost Customers,72.0,1
1753,376,2,183.37,0,Lost Customers,342.0,0
1754,4,4,2780.15,1,Loyal Customers,18.0,0
1755,406,3,362.42,0,Lost Customers,165.0,0
1756,733,1,436.18,0,Lost Customers,72.0,1
1757,84,1,419.58000000000004,0,Lost Customers,72.0,1
1758,11,3,2720.63,1,Loyal Customers,33.5,0
1759,8,4,1172.46,1,Loyal Customers,145.0,0
1760,123,6,1900.0800000000002,3,At Risk,59.8,0
1761,61,3,924.21,1,Loyal Customers,245.0,0
1762,2,9,2591.34,2,Champions,82.0,0
1763,319,4,1858.77,3,At Risk,135.66666666666666,0
1764,649,1,168.22,0,Lost Customers,72.0,1
1765,2,11,3586.0299999999997,2,Champions,17.7,0
1766,130,4,911.14,3,At Risk,201.0,0
1767,383,15,11123.35,3,At Risk,24.428571428571427,0
1768,2,24,8839.67,2,Champions,31.608695652173914,0
1769,401,5,1570.81,3,At Risk,82.5,0
1770,696,1,332.7,0,Lost Customers,72.0,1
1771,2,2,965.8800000000001,1,Loyal Customers,62.0,0
1772,46,4,1086.8,1,Loyal Customers,165.0,0
1773,4,2,935.05,1,Loyal Customers,27.0,0
1774,3,4,915.13,1,Loyal Customers,33.666666666666664,0
1775,373,2,671.34,0,Lost Customers,273.0,0
1776,134,1,115.8,0,Lost Customers,72.0,1
1777,486,1,30.599999999999998,0,Lost Customers,72.0,1
1778,47,7,7600.05,2,Champions,93.5,0
1779,9,12,9450.3,2,Champions,62.09090909090909,0
1780,78,9,2590.2,3,At Risk,79.85714285714286,0
1781,234,2,466.29,0,Lost Customers,180.0,0
1782,221,1,446.62,0,Lost Customers,72.0,1
1783,36,2,658.64,1,Loyal Customers,324.0,0
1784,673,2,679.45,0,Lost Customers,43.0,0
1785,75,7,1997.3400000000001,3,At Risk,96.83333333333333,0
1786,483,1,233.4,0,Lost Customers,72.0,1
1787,239,8,6460.7,3,At Risk,64.85714285714286,0
1788,266,1,118.75,0,Lost Customers,72.0,1
1789,10,156,313437.62,2,Champions,4.311688311688312,0
1790,20,5,978.69,1,Loyal Customers,155.75,0
1791,40,1,507.66,1,Loyal Customers,72.0,1
1792,20,20,7860.8,2,Champions,37.26315789473684,0
1793,610,7,8421.47,3,At Risk,14.5,0
1794,216,7,2996.93,3,At Risk,84.5,0
1795,174,2,289.36,0,Lost Customers,118.0,0
1796,87,5,2594.62,3,At Risk,93.25,0
1797,71,2,1631.77,3,At Risk,10.0,0
1798,276,1,120.44,0,Lost Customers,72.0,1
1799,505,2,251.15,0,Lost Customers,121.0,0
1800,39,8,1274.29,3,At Risk,91.0,0
1801,421,2,370.45,0,Lost Customers,143.0,0
1802,431,2,621.51,0,Lost Customers,13.0,0
1803,375,3,570.18,0,Lost Customers,9.0,0
1804,98,2,498.79,0,Lost Customers,632.0,0
1805,605,3,369.02,0,Lost Customers,18.5,0
1806,11,6,586.0,1,Loyal Customers,143.6,0
1807,33,1,134.46,1,Loyal Customers,72.0,1
1808,60,8,7678.88,2,Champions,80.57142857142857,0
1809,297,5,756.46,3,At Risk,20.5,0
1810,86,13,2209.69,3,At Risk,46.916666666666664,0
1811,9,7,1600.26,1,Loyal Customers,28.5,0
1812,41,2,701.57,1,Loyal Customers,11.0,0
1813,11,33,6117.5,2,Champions,16.375,0
1814,411,2,308.35,0,Lost Customers,151.0,0
1815,444,4,678.77,3,At Risk,50.666666666666664,0
1816,411,2,278.34000000000003,0,Lost Customers,69.0,0
1817,67,1,452.89,1,Loyal Customers,72.0,1
1818,331,1,197.65,0,Lost Customers,72.0,1
1819,427,5,1550.63,3,At Risk,53.75,0
1820,474,1,123.5,0,Lost Customers,72.0,1
1821,31,6,2054.36,1,Loyal Customers,55.4,0
1822,2,16,5503.15,2,Champions,25.2,0
1823,666,1,79.9,0,Lost Customers,72.0,1
1824,2,15,4817.66,2,Champions,51.5,0
1825,388,1,293.74,0,Lost Customers,72.0,1
1826,68,3,1210.19,3,At Risk,163.5,0
1827,5,36,18670.59,2,Champions,20.264705882352942,0
1828,202,6,2615.6,3,At Risk,86.2,0
1829,107,1,335.52,0,Lost Customers,72.0,1
1830,411,1,390.05,0,Lost Customers,72.0,1
1831,18,9,1569.73,2,Champions,85.375,0
1832,218,4,1091.7,3,At Risk,103.66666666666667,0
1833,617,1,379.2,0,Lost Customers,72.0,1
1834,60,10,1193.54,3,At Risk,58.22222222222222,0
1835,381,3,847.76,3,At Risk,121.5,0
1836,397,1,339.34,0,Lost Customers,72.0,1
1837,2,4,1024.83,1,Loyal Customers,244.66666666666666,0
1838,17,9,2414.2,2,Champions,77.75,0
1839,239,3,1185.01,3,At Risk,81.0,0
1840,688,1,157.8,0,Lost Customers,72.0,1
1841,95,2,567.05,1,Loyal Customers,456.0,0
1842,11,15,4993.27,2,Champions,47.714285714285715,0
1843,106,16,5556.570000000001,2,Champions,39.333333333333336,0
1844,53,18,4402.29,2,Champions,39.411764705882355,0
1845,90,2,2190.14,3,At Risk,356.0,0
1846,405,1,1192.2,0,Lost Customers,72.0,1
1847,31,5,1004.38,1,Loyal Customers,61.25,0
1848,12,9,3250.33,2,Champions,89.625,0
1849,3,5,2150.04,1,Loyal Customers,102.25,0
1850,2,23,3298.59,2,Champions,23.363636363636363,0
1851,43,1,169.48000000000002,0,Lost Customers,72.0,1
1852,4,3,633.83,1,Loyal Customers,244.0,0
1853,247,4,1515.0,3,At Risk,107.0,0
1854,42,17,6517.49,2,Champions,35.25,0
1855,177,1,683.17,0,Lost Customers,72.0,1
1856,92,3,991.13,3,At Risk,85.5,0
1857,110,9,1841.71,3,At Risk,53.75,0
1858,435,4,2031.07,3,At Risk,87.0,0
1859,29,6,2985.13,2,Champions,82.0,0
1860,26,15,6368.71,2,Champions,53.333333333333336,0
1861,438,3,745.5,3,At Risk,53.5,0
1862,52,7,2594.04,3,At Risk,59.57142857142857,0
1863,436,3,979.8000000000001,3,At Risk,56.0,0
1864,184,4,1235.6200000000001,3,At Risk,88.66666666666667,0
1865,43,5,2048.07,3,At Risk,54.75,0
1866,49,7,2904.27,3,At Risk,98.66666666666667,0
1867,22,4,754.12,1,Loyal Customers,11.666666666666666,0
1868,75,9,4717.99,2,Champions,67.5,0
1869,81,5,1555.34,3,At Risk,105.75,0
1870,373,2,471.14,0,Lost Customers,217.0,0
1871,326,3,434.23,0,Lost Customers,204.0,0
1872,43,21,4263.17,2,Champions,34.05,0
1873,30,3,1247.49,1,Loyal Customers,196.0,0
1874,184,2,333.70000000000005,0,Lost Customers,512.0,0
1875,235,2,280.55,0,Lost Customers,91.0,0
1876,9,17,7217.75,2,Champions,28.6875,0
1877,661,1,366.41999999999996,0,Lost Customers,72.0,1
1878,220,2,1693.45,3,At Risk,43.0,0
1879,111,3,1474.06,3,At Risk,67.5,0
1880,278,5,753.56,3,At Risk,67.75,0
1881,318,3,1032.95,3,At Risk,98.0,0
1882,411,12,5400.461,3,At Risk,24.181818181818183,0
1883,7,3,1904.05,1,Loyal Customers,41.0,0
1884,2,5,2879.7000000000003,2,Champions,13.5,0
1885,381,1,350.99,0,Lost Customers,72.0,1
1886,493,2,363.40000000000003,0,Lost Customers,129.0,0
1887,433,1,601.03,0,Lost Customers,72.0,1
1888,546,1,1000.63,0,Lost Customers,72.0,1
1889,260,5,2460.79,3,At Risk,108.25,0
1890,64,9,5954.45,2,Champions,72.5,0
1891,9,25,32051.34,2,Champions,29.791666666666668,0
1892,142,1,120.0,0,Lost Customers,72.0,1
1893,471,3,824.28,3,At Risk,38.5,0
1894,51,2,1163.45,1,Loyal Customers,27.0,0
1895,8,8,2618.23,2,Champions,32.714285714285715,0
1896,423,1,322.93,0,Lost Customers,72.0,1
1897,155,6,1517.3600000000001,3,At Risk,91.0,0
1898,109,4,1373.35,3,At Risk,167.0,0
1899,428,1,40.56,0,Lost Customers,72.0,1
1900,163,3,1516.24,3,At Risk,48.5,0
1901,471,1,354.85,0,Lost Customers,72.0,1
1902,439,1,295.73,0,Lost Customers,72.0,1
1903,332,1,492.65000000000003,0,Lost Customers,72.0,1
1904,226,2,214.18,0,Lost Customers,183.0,0
1905,74,4,920.81,3,At Risk,169.0,0
1906,51,4,559.97,1,Loyal Customers,63.0,0
1907,686,1,256.6,0,Lost Customers,72.0,1
1908,396,6,1189.3799999999999,3,At Risk,42.0,0
1909,99,7,2102.68,3,At Risk,93.16666666666667,0
1910,15,9,17197.61,2,Champions,88.375,0
1911,410,1,205.83,0,Lost Customers,72.0,1
1912,521,2,191.86,0,Lost Customers,160.0,0
1913,197,1,134.04,0,Lost Customers,72.0,1
1914,408,1,245.15,0,Lost Customers,72.0,1
1915,3,25,7250.76,2,Champions,27.041666666666668,0
1916,463,4,628.4399999999999,3,At Risk,35.333333333333336,0
1917,31,3,1299.65,1,Loyal Customers,311.0,0
1918,21,8,3284.42,2,Champions,100.85714285714286,0
1919,24,7,8479.76,2,Champions,118.5,0
1920,8,3,176.63,1,Loyal Customers,95.0,0
1921,213,1,426.6,0,Lost Customers,72.0,1
1922,9,6,911.26,1,Loyal Customers,55.6,0
1923,11,8,4516.56,2,Champions,102.28571428571429,0
1924,2,23,7904.1,2,Champions,34.476190476190474,0
1925,8,16,9226.25,2,Champions,41.2,0
1926,3,9,2903.01,2,Champions,90.125,0
1927,407,1,375.34,0,Lost Customers,72.0,1
1928,40,5,2362.91,3,At Risk,172.25,0
1929,421,2,456.40000000000003,0,Lost Customers,152.0,0
1930,18,4,1305.33,1,Loyal Customers,85.33333333333333,0
1931,8,82,91194.49,2,Champions,8.592592592592593,0
1932,8,27,14070.25,2,Champions,27.653846153846153,0
1933,19,1,43.2,1,Loyal Customers,72.0,1
1934,117,4,1992.18,3,At Risk,183.0,0
1935,431,3,742.9000000000001,3,At Risk,153.0,0
1936,407,2,277.94,0,Lost Customers,27.0,0
1937,223,3,1725.01,3,At Risk,173.5,0
1938,71,3,1858.96,3,At Risk,31.5,0
1939,51,6,3151.4,3,At Risk,124.6,0
1940,89,10,4287.92,3,At Risk,70.88888888888889,0
1941,549,2,1147.02,3,At Risk,0.0,0
1942,8,11,3780.81,2,Champions,53.6,0
1943,433,1,492.1,0,Lost Customers,72.0,1
1944,243,2,516.45,0,Lost Customers,324.0,0
1945,47,11,3090.29,2,Champions,45.2,0
1946,107,2,229.8,0,Lost Customers,324.0,0
1947,45,8,3197.82,2,Champions,83.71428571428571,0
1948,422,5,1370.34,3,At Risk,51.5,0
1949,65,1,508.58000000000004,1,Loyal Customers,72.0,1
1950,460,1,158.02,0,Lost Customers,72.0,1
1951,424,1,494.85,0,Lost Customers,72.0,1
1952,207,5,1346.75,3,At Risk,120.0,0
1953,11,7,2218.06,2,Champions,76.5,0
1954,429,4,474.1,3,At Risk,76.66666666666667,0
1955,115,2,605.0600000000001,0,Lost Customers,123.0,0
1956,410,2,701.61,0,Lost Customers,283.0,0
1957,570,1,245.48000000000002,0,Lost Customers,72.0,1
1958,242,3,940.98,3,At Risk,145.0,0
1959,163,6,1894.93,3,At Risk,106.8,0
1960,438,1,445.05,0,Lost Customers,72.0,1
1961,17,15,9887.62,2,Champions,50.0,0
1962,624,1,200.63,0,Lost Customers,72.0,1
1963,124,2,462.65999999999997,0,Lost Customers,10.0,0
1964,23,5,1917.41,1,Loyal Customers,98.0,0
1965,68,1,415.2,0,Lost Customers,72.0,1
1966,17,12,4318.48,2,Champions,49.54545454545455,0
1967,16,2,454.86,1,Loyal Customers,80.0,0
1968,17,4,1614.91,1,Loyal Customers,85.66666666666667,0
1969,161,3,928.1,3,At Risk,187.5,0
1970,243,2,620.27,0,Lost Customers,186.0,0
1971,219,1,134.7,0,Lost Customers,72.0,1
1972,45,18,4452.02,2,Champions,43.0,0
1973,21,6,918.44,1,Loyal Customers,89.8,0
1974,421,4,1079.66,3,At Risk,89.0,0
1975,127,20,2993.05,2,Champions,25.736842105263158,0
1976,39,1,108.97999999999999,0,Lost Customers,72.0,1
1977,121,5,2315.75,3,At Risk,93.75,0
1978,737,1,82.6,0,Lost Customers,72.0,1
1979,260,1,409.57,0,Lost Customers,72.0,1
1980,10,1,133.5,1,Loyal Customers,72.0,1
1981,274,3,972.03,3,At Risk,77.5,0
1982,165,1,51.0,0,Lost Customers,72.0,1
