Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Group,Total_Score
1495,326,2,515.86,2,2,2,222,6
1496,1,5,1245.9,5,4,4,544,13
1497,429,2,273.26,1,2,1,121,4
1498,18,9,2556.09,5,5,4,554,14
1499,248,4,1239.55,2,3,4,234,9
1500,387,1,662.4000000000001,2,1,3,213,6
1501,58,4,501.56,4,3,2,432,9
1502,74,1,145.67000000000002,3,1,1,311,5
1503,31,3,1005.09,4,3,3,433,10
1504,7,2,3192.54,5,2,5,525,12
1505,123,10,7996.87,3,5,5,355,13
1506,2,15,5712.08,5,5,5,555,15
1507,23,17,7885.85,4,5,5,455,14
1508,527,3,919.57,1,3,3,133,7
1509,120,8,1038.92,3,4,3,343,10
1510,358,7,2049.15,2,4,4,244,10
1511,54,14,4814.37,4,5,5,455,14
1512,64,1,122.7,3,1,1,311,5
1513,86,3,449.68,3,3,2,332,8
1514,55,4,2416.9,4,3,4,434,11
1515,646,1,395.5,1,1,2,112,4
1516,21,17,4293.86,4,5,5,455,14
1517,4,43,45179.1,5,5,5,555,15
1518,3,5,1191.13,5,4,3,543,12
1519,11,15,6560.02,5,5,5,555,15
1520,7,10,1825.03,5,5,4,554,14
1521,189,2,506.8,3,2,2,322,7
1522,71,1,243.56,3,1,1,311,5
1523,204,1,349.55,2,1,2,212,5
1524,120,7,2001.59,3,4,4,344,11
1525,93,6,1991.23,3,4,4,344,11
1526,1,14,2927.38,5,5,5,555,15
1527,378,3,859.21,2,3,3,233,8
1528,27,6,1267.6499999999999,4,4,4,444,12
1529,298,1,821.1,2,1,3,213,6
1530,24,3,564.62,4,3,2,432,9
1531,28,6,4008.52,4,4,5,445,13
1532,626,1,388.55,1,1,2,112,4
1533,50,3,1160.72,4,3,3,433,10
1534,326,2,686.4,2,2,3,223,7
1535,16,2,388.52,5,2,2,522,9
1536,183,6,1610.59,3,4,4,344,11
1537,72,15,5676.34,3,5,5,355,13
1538,632,5,34095.26,1,4,5,145,10
1539,400,1,165.45000000000002,2,1,1,211,4
1540,37,2,332.64,4,2,2,422,8
1541,733,1,312.65,1,1,2,112,4
1542,409,1,42.0,2,1,1,211,4
1543,692,1,136.8,1,1,1,111,3
1544,80,4,2369.55,3,3,4,334,10
1545,423,2,282.85,1,2,1,121,4
1546,57,20,4234.99,4,5,5,455,14
1547,424,1,124.95,1,1,1,111,3
1548,507,1,42.22,1,1,1,111,3
1549,12,2,626.45,5,2,3,523,10
1550,394,1,70.80000000000001,2,1,1,211,4
1551,464,4,1275.81,1,3,4,134,8
1552,50,2,272.04,4,2,1,421,7
1553,50,2,1212.8400000000001,4,2,3,423,9
1554,59,4,1360.68,4,3,4,434,11
1555,432,4,1774.68,1,3,4,134,8
1556,402,4,730.7,2,3,3,233,8
1557,352,3,865.2,2,3,3,233,8
1558,54,1,351.13,4,1,2,412,7
1559,2,6,1838.8500000000001,5,4,4,544,13
1560,93,4,678.25,3,3,3,333,9
1561,23,1,223.85000000000002,4,1,1,411,6
1562,75,2,708.26,3,2,3,323,8
1563,11,4,464.57,5,3,2,532,10
1564,169,11,3494.1,3,5,5,355,13
1565,58,2,337.34,4,2,2,422,8
1566,96,11,5257.38,3,5,5,355,13
1567,295,1,307.4,2,1,2,212,5
1568,109,2,608.7900000000001,3,2,2,322,7
1569,264,1,922.1,2,1,3,213,6
1570,597,3,6116.92,1,3,5,135,9
1571,180,3,939.66,3,3,3,333,9
1572,169,2,880.13,3,2,3,323,8
1573,35,1,71.66,4,1,1,411,6
1574,23,7,1560.96,4,4,4,444,12
1575,17,4,839.14,5,3,3,533,11
1576,22,15,10027.18,4,5,5,455,14
1577,535,1,320.0,1,1,2,112,4
1578,578,1,246.54,1,1,1,111,3
1579,653,1,200.43,1,1,1,111,3
1580,395,2,854.15,2,2,3,223,7
1581,79,6,1876.23,3,4,4,344,11
1582,65,1,90.6,3,1,1,311,5
1583,361,4,548.76,2,3,2,232,7
1584,3,6,2427.32,5,4,4,544,13
1585,11,4,745.06,5,3,3,533,11
1586,176,3,674.45,3,3,3,333,9
1587,218,14,12823.521,2,5,5,255,12
1588,7,12,6640.68,5,5,5,555,15
1589,2,2,439.92,5,2,2,522,9
1590,154,3,544.0699999999999,3,3,2,332,8
1591,5,5,1019.27,5,4,3,543,12
1592,418,3,458.25,1,3,2,132,6
1593,380,8,4709.2300000000005,2,4,5,245,11
1594,79,6,1064.77,3,4,3,343,10
1595,21,2,230.22,4,2,1,421,7
1596,392,1,538.4,2,1,2,212,5
1597,22,3,362.8,4,3,2,432,9
1598,308,17,2860.57,2,5,4,254,11
1599,387,2,438.9,2,2,2,222,6
1600,477,3,996.61,1,3,3,133,7
1601,435,1,384.26,1,1,2,112,4
1602,146,2,166.3,3,2,1,321,6
1603,423,1,123.66,1,1,1,111,3
1604,7,35,12973.460000000001,5,5,5,555,15
1605,386,2,846.55,2,2,3,223,7
1606,19,14,4667.57,5,5,5,555,15
1607,71,2,190.25,3,2,1,321,6
1608,287,1,264.7,2,1,1,211,4
1609,49,2,677.72,4,2,3,423,9
1610,31,12,5256.4,4,5,5,455,14
1611,207,4,1192.36,2,3,3,233,8
1612,411,1,519.8100000000001,1,1,2,112,4
1613,15,2,196.79000000000002,5,2,1,521,8
1614,73,7,3379.93,3,4,5,345,12
1615,60,5,768.82,3,4,3,343,10
1616,416,1,331.14,1,1,2,112,4
1617,39,9,3954.29,4,5,5,455,14
1618,30,21,6753.89,4,5,5,455,14
1619,27,12,1893.8,4,5,4,454,13
1620,4,22,10020.86,5,5,5,555,15
1621,17,1,320.46,5,1,2,512,8
1622,380,2,682.54,2,2,3,223,7
1623,20,8,4757.8,4,4,5,445,13
1624,66,5,2026.06,3,4,4,344,11
1625,213,1,311.3,2,1,2,212,5
1626,12,6,852.88,5,4,3,543,12
1627,30,3,219.5,4,3,1,431,8
1628,43,19,6775.71,4,5,5,455,14
1629,4,6,2274.14,5,4,4,544,13
1630,15,14,3902.01,5,5,5,555,15
1631,386,2,895.76,2,2,3,223,7
1632,519,3,376.46,1,3,2,132,6
1633,447,3,566.7,1,3,2,132,6
1634,10,29,9502.26,5,5,5,555,15
1635,211,5,2046.3400000000001,2,4,4,244,10
1636,46,9,4228.85,4,5,5,455,14
1637,134,2,529.73,3,2,2,322,7
1638,733,1,209.41,1,1,1,111,3
1639,43,11,6258.45,4,5,5,455,14
1640,10,5,2874.72,5,4,4,544,13
1641,116,7,2196.67,3,4,4,344,11
1642,513,1,79.48,1,1,1,111,3
1643,432,1,509.04,1,1,2,112,4
1644,198,3,1099.91,2,3,3,233,8
1645,565,2,445.15,1,2,2,122,5
1646,480,2,457.82,1,2,2,122,5
1647,278,1,328.8,2,1,2,212,5
1648,110,5,1084.57,3,4,3,343,10
1649,77,3,1948.21,3,3,4,334,10
1650,53,1,917.34,4,1,3,413,8
1651,162,11,11403.41,3,5,5,355,13
1652,571,1,229.75,1,1,1,111,3
1653,645,1,367.15000000000003,1,1,2,112,4
1654,47,3,1421.61,4,3,4,434,11
1655,17,4,1249.01,5,3,4,534,12
1656,155,7,1716.58,3,4,4,344,11
1657,225,2,792.15,2,2,3,223,7
1658,7,2,584.07,5,2,2,522,9
1659,122,3,645.74,3,3,3,333,9
1660,465,8,4057.9,1,4,5,145,10
1661,471,2,713.11,1,2,3,123,6
1662,61,1,104.82,3,1,1,311,5
1663,550,3,10396.5,1,3,5,135,9
1664,63,2,467.66,3,2,2,322,7
1665,18,20,7521.8,5,5,5,555,15
1666,7,44,39019.51,5,5,5,555,15
1667,2,16,4546.41,5,5,5,555,15
1668,555,1,109.44,1,1,1,111,3
1669,22,3,648.89,4,3,3,433,10
1670,29,9,2794.75,4,5,4,454,13
1671,285,1,626.65,2,1,3,213,6
1672,176,6,836.95,3,4,3,343,10
1673,78,5,3069.88,3,4,5,345,12
1674,33,2,267.28000000000003,4,2,1,421,7
1675,41,35,12523.81,4,5,5,455,14
1676,266,1,141.41,2,1,1,211,4
1677,725,1,431.98,1,1,2,112,4
1678,491,2,302.6,1,2,2,122,5
1679,27,10,3077.7,4,5,5,455,14
1680,109,16,10986.63,3,5,5,355,13
1681,284,1,154.99,2,1,1,211,4
1682,9,14,3968.11,5,5,5,555,15
1683,305,3,748.69,2,3,3,233,8
1684,17,13,13023.4,5,5,5,555,15
1685,32,2,746.36,4,2,3,423,9
1686,1,37,21770.98,5,5,5,555,15
1687,20,2,466.66,4,2,2,422,8
1688,124,4,572.3,3,3,2,332,8
1689,65,1,92.46,3,1,1,311,5
1690,106,3,1520.96,3,3,4,334,10
1691,1,23,8152.71,5,5,5,555,15
1692,24,22,8346.66,4,5,5,455,14
1693,463,2,469.19,1,2,2,122,5
1694,267,1,183.6,2,1,1,211,4
1695,5,30,8898.24,5,5,5,555,15
1696,507,3,917.4300000000001,1,3,3,133,7
1697,10,24,25585.65,5,5,5,555,15
1698,438,9,22710.2,1,5,5,155,11
1699,29,15,3260.24,4,5,5,455,14
1700,389,3,891.02,2,3,3,233,8
1701,267,1,152.55,2,1,1,211,4
1702,64,2,374.7,3,2,2,322,7
1703,320,4,1516.72,2,3,4,234,9
1704,515,2,225.81,1,2,1,121,4
1705,685,1,321.6,1,1,2,112,4
1706,4,8,1437.57,5,4,4,544,13
1707,667,1,390.85,1,1,2,112,4
1708,32,1,151.04,4,1,1,411,6
1709,623,1,219.39999999999998,1,1,1,111,3
1710,5,6,1734.87,5,4,4,544,13
1711,129,1,118.67,3,1,1,311,5
1712,41,6,615.0799999999999,4,4,3,443,11
1713,102,9,1553.47,3,5,4,354,12
1714,125,2,618.73,3,2,3,323,8
1715,33,5,1115.68,4,4,3,443,11
1716,302,10,4867.57,2,5,5,255,12
1717,365,2,413.36,2,2,2,222,6
1718,4,11,1082.19,5,5,3,553,13
1719,512,1,150.5,1,1,1,111,3
1720,2,33,9720.67,5,5,5,555,15
1721,463,1,39.95,1,1,1,111,3
1722,3,3,829.47,5,3,3,533,11
1723,10,16,64036.8,5,5,5,555,15
1724,57,1,158.75,4,1,1,411,6
1725,325,1,76.32000000000001,2,1,1,211,4
1726,654,2,9530.08,1,2,5,125,8
1727,8,24,7229.45,5,5,5,555,15
1728,12,1,433.86,5,1,2,512,8
1729,440,1,311.77,1,1,2,112,4
1730,723,1,2.95,1,1,1,111,3
1731,4,17,65164.79,5,5,5,555,15
1732,481,2,422.85999999999996,1,2,2,122,5
1733,37,1,147.35,4,1,1,411,6
1734,16,20,5750.91,5,5,5,555,15
1735,138,1,191.95000000000002,3,1,1,311,5
1736,74,13,9961.93,3,5,5,355,13
1737,5,5,1105.8799999999999,5,4,3,543,12
1738,155,5,743.53,3,4,3,343,10
1739,239,5,5988.83,2,4,5,245,11
1740,737,1,214.79999999999998,1,1,1,111,3
1741,52,11,4877.3,4,5,5,455,14
1742,31,4,1044.96,4,3,3,433,10
1743,73,1,144.2,3,1,1,311,5
1744,4,33,12987.95,5,5,5,555,15
1745,14,4,692.85,5,3,3,533,11
1746,23,13,5834.59,4,5,5,455,14
1747,4,16,7092.610000000001,5,5,5,555,15
1748,274,7,1364.09,2,4,4,244,10
1749,502,2,622.6700000000001,1,2,3,123,6
1750,20,5,1382.74,4,4,4,444,12
1751,144,1,90.0,3,1,1,311,5
1752,429,1,458.45,1,1,2,112,4
1753,376,2,183.37,2,2,1,221,5
1754,4,4,2780.15,5,3,4,534,12
1755,406,3,362.42,2,3,2,232,7
1756,733,1,436.18,1,1,2,112,4
1757,84,1,419.58000000000004,3,1,2,312,6
1758,11,3,2720.63,5,3,4,534,12
1759,8,4,1172.46,5,3,3,533,11
1760,123,6,1900.0800000000002,3,4,4,344,11
1761,61,3,924.21,3,3,3,333,9
1762,2,9,2591.34,5,5,4,554,14
1763,319,4,1858.77,2,3,4,234,9
1764,649,1,168.22,1,1,1,111,3
1765,2,11,3586.0299999999997,5,5,5,555,15
1766,130,4,911.14,3,3,3,333,9
1767,383,15,11123.35,2,5,5,255,12
1768,2,24,8839.67,5,5,5,555,15
1769,401,5,1570.81,2,4,4,244,10
1770,696,1,332.7,1,1,2,112,4
1771,2,2,965.8800000000001,5,2,3,523,10
1772,46,4,1086.8,4,3,3,433,10
1773,4,2,935.05,5,2,3,523,10
1774,3,4,915.13,5,3,3,533,11
1775,373,2,671.34,2,2,3,223,7
1776,134,1,115.8,3,1,1,311,5
1777,486,1,30.599999999999998,1,1,1,111,3
1778,47,7,7600.05,4,4,5,445,13
1779,9,12,9450.3,5,5,5,555,15
1780,78,9,2590.2,3,5,4,354,12
1781,234,2,466.29,2,2,2,222,6
1782,221,1,446.62,2,1,2,212,5
1783,36,2,658.64,4,2,3,423,9
1784,673,2,679.45,1,2,3,123,6
1785,75,7,1997.3400000000001,3,4,4,344,11
1786,483,1,233.4,1,1,1,111,3
1787,239,8,6460.7,2,4,5,245,11
1788,266,1,118.75,2,1,1,211,4
1789,10,156,313437.62,5,5,5,555,15
1790,20,5,978.69,4,4,3,443,11
1791,40,1,507.66,4,1,2,412,7
1792,20,20,7860.8,4,5,5,455,14
1793,610,7,8421.47,1,4,5,145,10
1794,216,7,2996.93,2,4,5,245,11
1795,174,2,289.36,3,2,2,322,7
1796,87,5,2594.62,3,4,4,344,11
1797,71,2,1631.77,3,2,4,324,9
1798,276,1,120.44,2,1,1,211,4
1799,505,2,251.15,1,2,1,121,4
1800,39,8,1274.29,4,4,4,444,12
1801,421,2,370.45,1,2,2,122,5
1802,431,2,621.51,1,2,3,123,6
1803,375,3,570.18,2,3,2,232,7
1804,98,2,498.79,3,2,2,322,7
1805,605,3,369.02,1,3,2,132,6
1806,11,6,586.0,5,4,2,542,11
1807,33,1,134.46,4,1,1,411,6
1808,60,8,7678.88,3,4,5,345,12
1809,297,5,756.46,2,4,3,243,9
1810,86,13,2209.69,3,5,4,354,12
1811,9,7,1600.26,5,4,4,544,13
1812,41,2,701.57,4,2,3,423,9
1813,11,33,6117.5,5,5,5,555,15
1814,411,2,308.35,1,2,2,122,5
1815,444,4,678.77,1,3,3,133,7
1816,411,2,278.34000000000003,1,2,1,121,4
1817,67,1,452.89,3,1,2,312,6
1818,331,1,197.65,2,1,1,211,4
1819,427,5,1550.63,1,4,4,144,9
1820,474,1,123.5,1,1,1,111,3
1821,31,6,2054.36,4,4,4,444,12
1822,2,16,5503.15,5,5,5,555,15
1823,666,1,79.9,1,1,1,111,3
1824,2,15,4817.66,5,5,5,555,15
1825,388,1,293.74,2,1,2,212,5
1826,68,3,1210.19,3,3,3,333,9
1827,5,36,18670.59,5,5,5,555,15
1828,202,6,2615.6,2,4,4,244,10
1829,107,1,335.52,3,1,2,312,6
1830,411,1,390.05,1,1,2,112,4
1831,18,9,1569.73,5,5,4,554,14
1832,218,4,1091.7,2,3,3,233,8
1833,617,1,379.2,1,1,2,112,4
1834,60,10,1193.54,3,5,3,353,11
1835,381,3,847.76,2,3,3,233,8
1836,397,1,339.34,2,1,2,212,5
1837,2,4,1024.83,5,3,3,533,11
1838,17,9,2414.2,5,5,4,554,14
1839,239,3,1185.01,2,3,3,233,8
1840,688,1,157.8,1,1,1,111,3
1841,95,2,567.05,3,2,2,322,7
1842,11,15,4993.27,5,5,5,555,15
1843,106,16,5556.570000000001,3,5,5,355,13
1844,53,18,4402.29,4,5,5,455,14
1845,90,2,2190.14,3,2,4,324,9
1846,405,1,1192.2,2,1,3,213,6
1847,31,5,1004.38,4,4,3,443,11
1848,12,9,3250.33,5,5,5,555,15
1849,3,5,2150.04,5,4,4,544,13
1850,2,23,3298.59,5,5,5,555,15
1851,43,1,169.48000000000002,4,1,1,411,6
1852,4,3,633.83,5,3,3,533,11
1853,247,4,1515.0,2,3,4,234,9
1854,42,17,6517.49,4,5,5,455,14
1855,177,1,683.17,3,1,3,313,7
1856,92,3,991.13,3,3,3,333,9
1857,110,9,1841.71,3,5,4,354,12
1858,435,4,2031.07,1,3,4,134,8
1859,29,6,2985.13,4,4,5,445,13
1860,26,15,6368.71,4,5,5,455,14
1861,438,3,745.5,1,3,3,133,7
1862,52,7,2594.04,4,4,4,444,12
1863,436,3,979.8000000000001,1,3,3,133,7
1864,184,4,1235.6200000000001,3,3,4,334,10
1865,43,5,2048.07,4,4,4,444,12
1866,49,7,2904.27,4,4,4,444,12
1867,22,4,754.12,4,3,3,433,10
1868,75,9,4717.99,3,5,5,355,13
1869,81,5,1555.34,3,4,4,344,11
1870,373,2,471.14,2,2,2,222,6
1871,326,3,434.23,2,3,2,232,7
1872,43,21,4263.17,4,5,5,455,14
1873,30,3,1247.49,4,3,4,434,11
1874,184,2,333.70000000000005,3,2,2,322,7
1875,235,2,280.55,2,2,1,221,5
1876,9,17,7217.75,5,5,5,555,15
1877,661,1,366.41999999999996,1,1,2,112,4
1878,220,2,1693.45,2,2,4,224,8
1879,111,3,1474.06,3,3,4,334,10
1880,278,5,753.56,2,4,3,243,9
1881,318,3,1032.95,2,3,3,233,8
1882,411,12,5400.461,1,5,5,155,11
1883,7,3,1904.05,5,3,4,534,12
1884,2,5,2879.7000000000003,5,4,4,544,13
1885,381,1,350.99,2,1,2,212,5
1886,493,2,363.40000000000003,1,2,2,122,5
1887,433,1,601.03,1,1,2,112,4
1888,546,1,1000.63,1,1,3,113,5
1889,260,5,2460.79,2,4,4,244,10
1890,64,9,5954.45,3,5,5,355,13
1891,9,25,32051.34,5,5,5,555,15
1892,142,1,120.0,3,1,1,311,5
1893,471,3,824.28,1,3,3,133,7
1894,51,2,1163.45,4,2,3,423,9
1895,8,8,2618.23,5,4,4,544,13
1896,423,1,322.93,1,1,2,112,4
1897,155,6,1517.3600000000001,3,4,4,344,11
1898,109,4,1373.35,3,3,4,334,10
1899,428,1,40.56,1,1,1,111,3
1900,163,3,1516.24,3,3,4,334,10
1901,471,1,354.85,1,1,2,112,4
1902,439,1,295.73,1,1,2,112,4
1903,332,1,492.65000000000003,2,1,2,212,5
1904,226,2,214.18,2,2,1,221,5
1905,74,4,920.81,3,3,3,333,9
1906,51,4,559.97,4,3,2,432,9
1907,686,1,256.6,1,1,1,111,3
1908,396,6,1189.3799999999999,2,4,3,243,9
1909,99,7,2102.68,3,4,4,344,11
1910,15,9,17197.61,5,5,5,555,15
1911,410,1,205.83,2,1,1,211,4
1912,521,2,191.86,1,2,1,121,4
1913,197,1,134.04,2,1,1,211,4
1914,408,1,245.15,2,1,1,211,4
1915,3,25,7250.76,5,5,5,555,15
1916,463,4,628.4399999999999,1,3,3,133,7
1917,31,3,1299.65,4,3,4,434,11
1918,21,8,3284.42,4,4,5,445,13
1919,24,7,8479.76,4,4,5,445,13
1920,8,3,176.63,5,3,1,531,9
1921,213,1,426.6,2,1,2,212,5
1922,9,6,911.26,5,4,3,543,12
1923,11,8,4516.56,5,4,5,545,14
1924,2,23,7904.1,5,5,5,555,15
1925,8,16,9226.25,5,5,5,555,15
1926,3,9,2903.01,5,5,4,554,14
1927,407,1,375.34,2,1,2,212,5
1928,40,5,2362.91,4,4,4,444,12
1929,421,2,456.40000000000003,1,2,2,122,5
1930,18,4,1305.33,5,3,4,534,12
1931,8,82,91194.49,5,5,5,555,15
1932,8,27,14070.25,5,5,5,555,15
1933,19,1,43.2,5,1,1,511,7
1934,117,4,1992.18,3,3,4,334,10
1935,431,3,742.9000000000001,1,3,3,133,7
1936,407,2,277.94,2,2,1,221,5
1937,223,3,1725.01,2,3,4,234,9
1938,71,3,1858.96,3,3,4,334,10
1939,51,6,3151.4,4,4,5,445,13
1940,89,10,4287.92,3,5,5,355,13
1941,549,2,1147.02,1,2,3,123,6
1942,8,11,3780.81,5,5,5,555,15
1943,433,1,492.1,1,1,2,112,4
1944,243,2,516.45,2,2,2,222,6
1945,47,11,3090.29,4,5,5,455,14
1946,107,2,229.8,3,2,1,321,6
1947,45,8,3197.82,4,4,5,445,13
1948,422,5,1370.34,1,4,4,144,9
1949,65,1,508.58000000000004,3,1,2,312,6
1950,460,1,158.02,1,1,1,111,3
1951,424,1,494.85,1,1,2,112,4
1952,207,5,1346.75,2,4,4,244,10
1953,11,7,2218.06,5,4,4,544,13
1954,429,4,474.1,1,3,2,132,6
1955,115,2,605.0600000000001,3,2,2,322,7
1956,410,2,701.61,2,2,3,223,7
1957,570,1,245.48000000000002,1,1,1,111,3
1958,242,3,940.98,2,3,3,233,8
1959,163,6,1894.93,3,4,4,344,11
1960,438,1,445.05,1,1,2,112,4
1961,17,15,9887.62,5,5,5,555,15
1962,624,1,200.63,1,1,1,111,3
1963,124,2,462.65999999999997,3,2,2,322,7
1964,23,5,1917.41,4,4,4,444,12
1965,68,1,415.2,3,1,2,312,6
1966,17,12,4318.48,5,5,5,555,15
1967,16,2,454.86,5,2,2,522,9
1968,17,4,1614.91,5,3,4,534,12
1969,161,3,928.1,3,3,3,333,9
1970,243,2,620.27,2,2,3,223,7
1971,219,1,134.7,2,1,1,211,4
1972,45,18,4452.02,4,5,5,455,14
1973,21,6,918.44,4,4,3,443,11
1974,421,4,1079.66,1,3,3,133,7
1975,127,20,2993.05,3,5,5,355,13
1976,39,1,108.97999999999999,4,1,1,411,6
1977,121,5,2315.75,3,4,4,344,11
1978,737,1,82.6,1,1,1,111,3
1979,260,1,409.57,2,1,2,212,5
1980,10,1,133.5,5,1,1,511,7
1981,274,3,972.03,2,3,3,233,8
1982,165,1,51.0,3,1,1,311,5
1983,157,4,1078.96,3,3,3,333,9
1984,215,3,376.5,2,3,2,232,7
1985,6,2,163.62,5,2,1,521,8
1986,366,3,840.0500000000001,2,3,3,233,8
1987,80,2,701.23,3,2,3,323,8
1988,43,1,225.12,4,1,1,411,6
1989,389,2,400.06,2,2,2,222,6
1990,19,3,912.18,5,3,3,533,11
1991,32,4,2118.03,4,3,4,434,11
1992,579,1,214.70999999999998,1,1,1,111,3
1993,22,1,151.5,4,1,1,411,6
1994,402,2,227.47000000000003,2,2,1,221,5
1995,109,8,3717.35,3,4,5,345,12
1996,395,2,634.68,2,2,3,223,7
1997,525,1,136.0,1,1,1,111,3
1998,8,16,9227.82,5,5,5,555,15
1999,320,1,155.0,2,1,1,211,4
2000,642,2,469.13,1,2,2,122,5
2001,451,6,1175.78,1,4,3,143,8
2002,295,1,100.5,2,1,1,211,4
2003,443,2,860.08,1,2,3,123,6
2004,358,1,76.55,2,1,1,211,4
2005,541,1,108.0,1,1,1,111,3
2006,185,3,1106.82,3,3,3,333,9
2007,683,1,215.46,1,1,1,111,3
2008,191,2,617.05,2,2,3,223,7
2009,622,1,131.25,1,1,1,111,3
2010,44,4,1265.16,4,3,4,434,11
2011,682,1,48.96,1,1,1,111,3
2012,52,2,625.9399999999999,4,2,3,423,9
2013,26,2,1193.6299999999999,4,2,3,423,9
2014,38,3,1247.69,4,3,4,434,11
2015,501,1,58.5,1,1,1,111,3
2016,9,3,202.11,5,3,1,531,9
2017,297,1,142.4,2,1,1,211,4
2018,33,3,1727.6,4,3,4,434,11
2019,10,16,6388.2,5,5,5,555,15
2020,65,5,1898.01,3,4,4,344,11
2021,10,13,6150.03,5,5,5,555,15
2022,577,1,135.6,1,1,1,111,3
2023,432,1,266.4,1,1,1,111,3
2024,218,1,67.95,2,1,1,211,4
2025,565,1,93.8,1,1,1,111,3
2026,2,20,7801.93,5,5,5,555,15
2027,65,7,1969.38,3,4,4,344,11
2028,3,19,2612.96,5,5,4,554,14
2029,401,2,707.79,2,2,3,223,7
2030,394,8,2108.21,2,4,4,244,10
2031,149,3,1732.47,3,3,4,334,10
2032,4,22,6795.9,5,5,5,555,15
2033,652,1,285.6,1,1,2,112,4
2034,130,6,1880.51,3,4,4,344,11
2035,34,13,2724.13,4,5,4,454,13
2036,387,1,195.0,2,1,1,211,4
2037,119,1,156.75,3,1,1,311,5
2038,107,6,2157.73,3,4,4,344,11
2039,11,11,4102.27,5,5,5,555,15
2040,71,9,3427.29,3,5,5,355,13
2041,92,11,2631.9,3,5,4,354,12
2042,311,1,1063.0,2,1,3,213,6
2043,43,3,1426.19,4,3,4,434,11
2044,362,4,764.52,2,3,3,233,8
2045,92,8,2399.33,3,4,4,344,11
2046,1,23,11980.09,5,5,5,555,15
2047,22,2,490.22,4,2,2,422,8
2048,388,1,524.65,2,1,2,212,5
2049,4,3,1937.25,5,3,4,534,12
2050,11,7,1254.64,5,4,4,544,13
2051,99,4,1639.17,3,3,4,334,10
2052,57,6,2469.37,4,4,4,444,12
2053,1,19,10271.52,5,5,5,555,15
2054,218,3,916.6099999999999,2,3,3,233,8
2055,18,1,322.08,5,1,2,512,8
2056,435,3,661.39,1,3,3,133,7
2057,24,17,11727.94,4,5,5,455,14
2058,50,4,1263.52,4,3,4,434,11
2059,7,5,1224.06,5,4,4,544,13
2060,404,1,516.28,2,1,2,212,5
2061,512,3,1220.9,1,3,3,133,7
2062,303,4,2614.2,2,3,4,234,9
2063,10,6,2248.5,5,4,4,544,13
2064,466,1,280.7,1,1,1,111,3
2065,22,6,1372.8,4,4,4,444,12
2066,502,1,90.42,1,1,1,111,3
2067,99,2,271.70000000000005,3,2,1,321,6
2068,366,5,873.34,2,4,3,243,9
2069,306,1,131.9,2,1,1,211,4
2070,320,5,9443.04,2,4,5,245,11
2071,8,13,5982.03,5,5,5,555,15
2072,1,11,4611.6900000000005,5,5,5,555,15
2073,205,7,5367.0199999999995,2,4,5,245,11
2074,54,5,2082.97,4,4,4,444,12
2075,456,1,120.44,1,1,1,111,3
2076,456,1,221.65,1,1,1,111,3
2077,1,5,1200.28,5,4,3,543,12
2078,19,6,1711.73,5,4,4,544,13
2079,9,2,375.35,5,2,2,522,9
2080,19,8,2230.96,5,4,4,544,13
2081,181,7,1128.44,3,4,3,343,10
2082,60,12,3258.68,3,5,5,355,13
2083,11,4,658.95,5,3,3,533,11
2084,190,1,119.93,2,1,1,211,4
2085,376,5,977.3,2,4,3,243,9
2086,432,4,617.72,1,3,3,133,7
2087,5,9,3017.28,5,5,5,555,15
2088,311,1,113.64,2,1,1,211,4
2089,381,1,228.07,2,1,1,211,4
2090,155,2,5375.741,3,2,5,325,10
2091,110,9,1093.5,3,5,3,353,11
2092,148,13,6676.91,3,5,5,355,13
2093,66,12,2242.81,3,5,4,354,12
2094,98,4,786.5699999999999,3,3,3,333,9
2095,568,2,111.0,1,2,1,121,4
2096,247,11,3925.85,2,5,5,255,12
2097,29,13,4267.15,4,5,5,455,14
2098,18,12,2203.2400000000002,5,5,4,554,14
2099,734,1,204.24,1,1,1,111,3
2100,416,4,2093.46,1,3,4,134,8
2101,12,3,712.04,5,3,3,533,11
2102,591,2,400.95,1,2,2,122,5
2103,104,9,2118.72,3,5,4,354,12
2104,74,2,234.34000000000003,3,2,1,321,6
2105,46,2,1258.8899999999999,4,2,4,424,10
2106,72,4,1151.15,3,3,3,333,9
2107,257,1,193.0,2,1,1,211,4
2108,20,7,1969.6,4,4,4,444,12
2109,382,4,1276.66,2,3,4,234,9
2110,254,4,1124.71,2,3,3,233,8
2111,11,4,1299.52,5,3,4,534,12
2112,165,5,2284.69,3,4,4,344,11
2113,18,12,4306.72,5,5,5,555,15
2114,282,2,257.1,2,2,1,221,5
2115,50,4,1070.98,4,3,3,433,10
2116,39,1,162.8,4,1,1,411,6
2117,512,2,175.5,1,2,1,121,4
2118,27,7,1266.27,4,4,4,444,12
2119,68,1,1064.28,3,1,3,313,7
2120,207,4,1574.93,2,3,4,234,9
2121,406,2,1273.47,2,2,4,224,8
2122,175,2,340.93,3,2,2,322,7
2123,430,7,1921.91,1,4,4,144,9
2124,7,10,5087.86,5,5,5,555,15
2125,26,3,401.46,4,3,2,432,9
2126,51,3,174.8,4,3,1,431,8
2127,312,7,2363.89,2,4,4,244,10
2128,309,2,697.0600000000001,2,2,3,223,7
2129,43,10,3900.83,4,5,5,455,14
2130,26,7,2101.79,4,4,4,444,12
2131,88,3,356.85,3,3,2,332,8
