antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'HAND WARMER OWL DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.03323177435059836,0.02481389578163772,0.012249897917517355,0.3686200378071834,14.85538752362949,1.0,0.011425288132142705,1.544531284824891,0.964744526946028,0.26748971193415644,0.3525543899142364,0.43114546194156633
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER OWL DESIGN'}),0.02481389578163772,0.03323177435059836,0.012249897917517355,0.49367088607594933,14.855387523629489,1.0,0.011425288132142705,1.909367245657568,0.9564167808442618,0.26748971193415644,0.47626628545436817,0.43114546194156633
frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),0.03150422464428181,0.03844583346420831,0.017903696956371517,0.5682951146560319,14.781708795183079,1.0,0.01669249078227845,2.2273414065482657,0.9626772223417075,0.34399517199758606,0.5510342522883771,0.5169906945829179
frozenset({'PINK CREAM FELT CRAFT TRINKET BOX '}),frozenset({'PINK BLUE FELT CRAFT TRINKET BOX'}),0.03844583346420831,0.03150422464428181,0.017903696956371517,0.46568627450980393,14.781708795183077,1.0,0.01669249078227845,1.8125975979134543,0.9696269386758636,0.34399517199758606,0.448305569227756,0.5169906945829179
frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),0.025159405722901027,0.02792348525300751,0.0103652982378993,0.41198501872659177,14.754068662765468,1.0,0.00966275994322144,1.6531492320856498,0.9562815615883022,0.2426470588235294,0.3950939330877117,0.391594309138324
frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'}),frozenset({'60 CAKE CASES VINTAGE CHRISTMAS'}),0.02792348525300751,0.025159405722901027,0.0103652982378993,0.3712035995500562,14.754068662765468,1.0,0.00966275994322144,1.5503278860685885,0.9590007284947183,0.2426470588235294,0.3549751578449265,0.391594309138324
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG APPLE DESIGN'}),0.028237585199610515,0.027201055375820585,0.011307598077708326,0.40044493882091214,14.721669188500439,1.0,0.010539505959014268,1.6225347889000692,0.9591572032954797,0.25622775800711745,0.38368039511934976,0.40807466340583715
frozenset({'LUNCH BAG APPLE DESIGN'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.027201055375820585,0.028237585199610515,0.011307598077708326,0.41570438799076215,14.721669188500439,1.0,0.010539505959014268,1.6631348838283346,0.9581352089230427,0.25622775800711745,0.3987258581828785,0.40807466340583715
frozenset({'HAND WARMER UNION JACK'}),frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),0.02481389578163772,0.029493984986022553,0.010710808179162609,0.43164556962025313,14.635037273695419,1.0,0.009978947509534257,1.7075718304254837,0.9553774633804183,0.2456772334293948,0.41437309858243243,0.3973989296450573
frozenset({'HAND WARMER SCOTTY DOG DESIGN'}),frozenset({'HAND WARMER UNION JACK'}),0.029493984986022553,0.02481389578163772,0.010710808179162609,0.3631522896698615,14.635037273695419,1.0,0.009978947509534257,1.5312704880619434,0.9599845978889199,0.2456772334293948,0.34694751332558316,0.3973989296450573
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",0.05568992053271351,0.01419731758645601,0.011213368093727425,0.20135363790186125,14.182512765224685,1.0,0.010422720605559994,1.2343419180220434,0.9843065885215182,0.1911134903640257,0.1898517052694458,0.4955883233757094
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WOOD 2 DRAWER CABINET WHITE FINISH'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.01419731758645601,0.05568992053271351,0.011213368093727425,0.7898230088495576,14.182512765224685,1.0,0.010422720605559994,4.492927957044354,0.9428769564222057,0.1911134903640257,0.777427991376509,0.4955883233757094
frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),0.030938844740396394,0.03593303389138424,0.01551653736218865,0.5015228426395939,13.957152745731426,1.0,0.01440481080557171,1.93402436174539,0.9579912928957945,0.3021406727828746,0.48294343143768126,0.4666705122288879
frozenset({'ROUND SNACK BOXES SET OF4 WOODLAND '}),frozenset({'ROUND SNACK BOXES SET OF 4 FRUITS '}),0.03593303389138424,0.030938844740396394,0.01551653736218865,0.4318181818181818,13.957152745731426,1.0,0.01440481080557171,1.7055476332569024,0.962954008028575,0.3021406727828746,0.4136780582959113,0.4666705122288879
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",0.04774319188365738,0.017181267079184596,0.011433238056349531,0.2394736842105263,13.938068892523814,1.0,0.010612949525383655,1.2922876073007261,0.974793817852168,0.2137404580152672,0.2261784494794032,0.45246079091696334
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG  BLACK SKULL.'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.017181267079184596,0.04774319188365738,0.011433238056349531,0.6654478976234004,13.938068892523814,1.0,0.010612949525383655,2.846363246118248,0.9444814373865188,0.2137404580152672,0.6486744967060131,0.45246079091696334
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.036309953827307846,0.0344567641423501,0.017432547036467003,0.48010380622837373,13.933514019045337,1.0,0.016181423521419835,1.8571846599857629,0.9632045069416733,0.32685512367491165,0.4615505816165496,0.4930145284560282
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.0344567641423501,0.036309953827307846,0.017432547036467003,0.5059252506836827,13.933514019045335,1.0,0.016181423521419835,1.950494429246205,0.96135580603375,0.32685512367491165,0.487309481634119,0.4930145284560282
"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",frozenset({'LUNCH BAG RED RETROSPOT'}),0.01551653736218865,0.04774319188365738,0.010271068253918396,0.6619433198380567,13.864664127423822,1.0,0.009530259233265484,2.816855468320199,0.9424985128050969,0.1938352104327208,0.6449942103006303,0.43853744939271255
frozenset({'LUNCH BAG RED RETROSPOT'}),"frozenset({'LUNCH BAG PINK POLKADOT', 'LUNCH BAG CARS BLUE'})",0.04774319188365738,0.01551653736218865,0.010271068253918396,0.2151315789473684,13.86466412742382,1.0,0.009530259233265484,1.2543293069651915,0.9743949232064568,0.1938352104327208,0.202761193215307,0.43853744939271255
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03005936488990797,0.028520275151553223,0.011590288029651036,0.38557993730407525,13.51950271360115,1.0,0.010732986672109921,1.5811328174829313,0.9547314019124647,0.24665775401069523,0.3675420629166751,0.3959838012511566
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.028520275151553223,0.03005936488990797,0.011590288029651036,0.40638766519823794,13.51950271360115,1.0,0.010732986672109921,1.633963073617743,0.9532188461009702,0.24665775401069523,0.3879910653146471,0.3959838012511566
frozenset({'LUNCH BAG PINK RETROSPOT'}),frozenset({'LUNCH BAG SUKI  DESIGN '}),0.022929296102019662,0.03370292427050287,0.010302478248578698,0.4493150684931507,13.331634515951949,1.0,0.009529693918476393,1.7547185703545596,0.9466975514098859,0.2223728813559322,0.43010804302484856,0.37750003191665926
frozenset({'LUNCH BAG SUKI  DESIGN '}),frozenset({'LUNCH BAG PINK RETROSPOT'}),0.03370292427050287,0.022929296102019662,0.010302478248578698,0.3056849953401678,13.331634515951949,1.0,0.009529693918476393,1.4072441144731986,0.9572526567321322,0.2223728813559322,0.2893912365912792,0.37750003191665926
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.034550994126330996,0.036309953827307846,0.016364607218016775,0.47363636363636374,13.044256841774146,1.0,0.015110062216602112,1.8308446473056332,0.9563818531773838,0.3002881844380404,0.4538040125514459,0.4621642025794276
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.036309953827307846,0.034550994126330996,0.016364607218016775,0.4506920415224914,13.044256841774146,1.0,0.015110062216602112,1.757573308330648,0.9581274737170642,0.3002881844380404,0.4310336898835787,0.4621642025794276
frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),frozenset({'CHOCOLATE HOT WATER BOTTLE'}),0.02559914564814524,0.045450262273455416,0.015045387442284135,0.5877300613496933,12.931279863987688,1.0,0.013881899558599548,2.315351298354565,0.9469081743995001,0.2686483454851374,0.5681000975054356,0.45937988900242094
frozenset({'CHOCOLATE HOT WATER BOTTLE'}),frozenset({'HOT WATER BOTTLE I AM SO POORLY'}),0.045450262273455416,0.02559914564814524,0.015045387442284135,0.3310297166551486,12.931279863987688,1.0,0.013881899558599548,1.456568219263568,0.9666003746699997,0.2686483454851374,0.3134547446699105,0.45937988900242094
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),0.0344567641423501,0.034550994126330996,0.015390897383547444,0.446672743846855,12.927927405320295,1.0,0.014200381928052733,1.7448065229710292,0.9555740708775378,0.28705330990041006,0.4268705516430466,0.44606364465070025
frozenset({'PLASTERS IN TIN CIRCUS PARADE '}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.034550994126330996,0.0344567641423501,0.015390897383547444,0.4454545454545455,12.927927405320295,1.0,0.014200381928052733,1.7411435400711723,0.9556673370457595,0.28705330990041006,0.42566481339090323,0.44606364465070025
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.02836322517825172,0.02836322517825172,0.010145428275277193,0.3576965669988926,12.61127973814368,1.0,0.00934095573276498,1.5127379442483424,0.947582399039521,0.21780175320296696,0.3389469710850114,0.3576965669988926
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.02836322517825172,0.02836322517825172,0.010145428275277193,0.3576965669988926,12.61127973814368,1.0,0.00934095573276498,1.5127379442483424,0.947582399039521,0.21780175320296696,0.3389469710850114,0.3576965669988926
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.0310330747243773,0.028520275151553223,0.010993498131105318,0.354251012145749,12.421023649431952,1.0,0.010108426301167366,1.5044231475709489,0.9489398591294924,0.22639068564036224,0.33529339693117177,0.3698567836059142
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.028520275151553223,0.0310330747243773,0.010993498131105318,0.38546255506607935,12.421023649431952,1.0,0.010108426301167366,1.5767418784054936,0.9464853604799933,0.22639068564036224,0.36578078270409964,0.3698567836059142
frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.028614505135534127,0.03558752395012093,0.012626817853440966,0.44127332601536773,12.399663619021414,1.0,0.011608498466609286,1.7260899129301372,0.9464344030349449,0.24482338611449453,0.4206559041281677,0.39804178216037583
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),frozenset({'PACK OF 60 SPACEBOY CAKE CASES'}),0.03558752395012093,0.028614505135534127,0.012626817853440966,0.35481023830538394,12.399663619021414,1.0,0.011608498466609286,1.5055810748036114,0.9532774344795044,0.24482338611449453,0.33580461608124257,0.39804178216037583
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.014762697490341427,0.0554386405754311,0.010114018280616891,0.6851063829787233,12.357921764812245,1.0,0.009295594400526035,2.9996205333077515,0.9328516518626313,0.16832200731834812,0.6666244983670395,0.4337713218009764
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.0520777711467789,0.02104469642240161,0.01353770769858969,0.25995174909529556,12.35236393424914,1.0,0.012441746814450424,1.3228263189337068,0.969535061065265,0.2272008434370058,0.24404286058802338,0.4516176655924239
"frozenset({'WOODEN FRAME ANTIQUE WHITE ', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.02104469642240161,0.0520777711467789,0.01353770769858969,0.6432835820895522,12.352363934249139,1.0,0.012441746814450424,2.6573552022245104,0.938800609872257,0.2272008434370058,0.6236859870434763,0.4516176655924239
frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.022646606150076954,0.038571473442849516,0.010773628168483212,0.4757281553398059,12.333678568040227,1.0,0.009900115200794847,1.8338358932478982,0.9402138410319778,0.21357409713574102,0.45469493552724366,0.377522058125929
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG SCANDINAVIAN PAISLEY'}),0.038571473442849516,0.022646606150076954,0.010773628168483212,0.27931596091205213,12.333678568040227,1.0,0.009900115200794847,1.3561468560991023,0.9557873134552263,0.21357409713574102,0.2626167324706583,0.377522058125929
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.0310330747243773,0.03005936488990797,0.011433238056349531,0.3684210526315789,12.256448330858493,1.0,0.010500403539553694,1.5357393389243124,0.9478241943475826,0.23023402909550916,0.34884783201527136,0.37438816476929
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03005936488990797,0.0310330747243773,0.011433238056349531,0.38035527690700105,12.256448330858493,1.0,0.010500403539553694,1.5637459485476746,0.9468726868985936,0.23023402909550916,0.36050993390022995,0.37438816476929
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03005936488990797,0.03335741432923956,0.012281307912177655,0.40856844305120166,12.248204822430422,1.0,0.011278605223071198,1.634411580365579,0.9468160721148113,0.2401719901719902,0.38815900963188,0.3883708505274841
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03335741432923956,0.03005936488990797,0.012281307912177655,0.3681732580037665,12.248204822430422,1.0,0.011278605223071198,1.5351370409641096,0.9500464762601257,0.2401719901719902,0.3485923580008392,0.3883708505274841
frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),0.036781103747212364,0.05710337029242705,0.025661965637465842,0.6976942783945346,12.218092816967436,1.0,0.023561640650424598,3.119016817479005,0.9532144451120657,0.3761510128913444,0.6793861468152436,0.573544608944242
frozenset({'STRAWBERRY CERAMIC TRINKET BOX'}),frozenset({'SWEETHEART CERAMIC TRINKET BOX'}),0.05710337029242705,0.036781103747212364,0.025661965637465842,0.44939493949394943,12.218092816967436,1.0,0.023561640650424598,1.7493825708167512,0.9737590917021423,0.3761510128913444,0.4283697478858953,0.573544608944242
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.03335741432923956,0.0310330747243773,0.012626817853440966,0.37853107344632775,12.197665774606008,1.0,0.01159163472194966,1.5591558706707749,0.949696521454466,0.24393203883495151,0.35862730672990173,0.3927068322697226
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.0310330747243773,0.03335741432923956,0.012626817853440966,0.4068825910931174,12.197665774606008,1.0,0.01159163472194966,1.6297659976838077,0.9474184073312326,0.24393203883495151,0.38641498140151354,0.3927068322697226
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),0.023117756069981468,0.03558752395012093,0.01001978829663599,0.43342391304347827,12.1790971929084,1.0,0.00919708459882247,1.7021764565292832,0.9396138720453604,0.20580645161290323,0.4125168420911027,0.35748865555086534
frozenset({'PACK OF 60 DINOSAUR CAKE CASES'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.03558752395012093,0.023117756069981468,0.01001978829663599,0.2815533980582524,12.179097192908399,1.0,0.00919708459882247,1.3597144746593501,0.9517629961725753,0.20580645161290323,0.26455147853704325,0.35748865555086534
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02688695542921758,0.036309953827307846,0.011841567986933442,0.4404205607476635,12.129471792840281,1.0,0.010865303876741667,1.7221684332438922,0.9429081073648544,0.23058103975535169,0.41933670325358896,0.383272564110856
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.036309953827307846,0.02688695542921758,0.011841567986933442,0.32612456747404844,12.12947179284028,1.0,0.010865303876741667,1.4440547875787222,0.9521278991646476,0.23058103975535169,0.3075054986821368,0.383272564110856
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02842604516757232,0.0311273047083582,0.010710808179162609,0.37679558011049724,12.10498575577992,1.0,0.009825982009578032,1.5546627468775456,0.9442301398621817,0.2192926045016077,0.3567736784016696,0.36044622597855835
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SKULLS'}),0.0311273047083582,0.02842604516757232,0.010710808179162609,0.3440968718466195,12.104985755779918,1.0,0.009825982009578032,1.4812765988291319,0.9468626948783313,0.2192926045016077,0.3249066374298728,0.36044622597855835
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.02688695542921758,0.0311273047083582,0.010114018280616891,0.3761682242990654,12.084831238152718,1.0,0.00927709982629159,1.5530993018158152,0.9425951509851459,0.21114754098360652,0.35612616731535185,0.3505462715844469
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.0311273047083582,0.02688695542921758,0.010114018280616891,0.3249243188698284,12.084831238152718,1.0,0.00927709982629159,1.4414873350816821,0.9467204944780784,0.21114754098360652,0.30627208740385164,0.3505462715844469
frozenset({'PLASTERS IN TIN STRONGMAN'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02688695542921758,0.0344567641423501,0.011150548104406821,0.4147196261682242,12.035942332103696,1.0,0.010224110622676391,1.6497105985911142,0.9422497478009011,0.22215269086357944,0.39383307541697316,0.3691647356000647
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN STRONGMAN'}),0.0344567641423501,0.02688695542921758,0.011150548104406821,0.32360984503190515,12.035942332103696,1.0,0.010224110622676391,1.4386859971619248,0.9496369367800819,0.22215269086357944,0.3049212948672013,0.3691647356000647
frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.0344567641423501,0.02842604516757232,0.011747338002952539,0.34092980856882404,11.993571619232764,1.0,0.010767868469113708,1.4741585455756199,0.9493329424985822,0.2297297297297297,0.3216469130804879,0.3770947385385557
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN WOODLAND ANIMALS'}),0.02842604516757232,0.0344567641423501,0.011747338002952539,0.41325966850828727,11.993571619232762,1.0,0.010767868469113708,1.6456057032978777,0.9434402771371528,0.2297297297297297,0.392321017120961,0.3770947385385557
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),0.023117756069981468,0.036938153720513865,0.010114018280616891,0.43749999999999994,11.844122023809524,1.0,0.009260091053230574,1.7121099489413085,0.9372367447992027,0.20251572327044023,0.4159253612080493,0.35565476190476186
frozenset({'72 SWEETHEART FAIRY CAKE CASES'}),"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})",0.036938153720513865,0.023117756069981468,0.010114018280616891,0.2738095238095238,11.844122023809522,1.0,0.009260091053230574,1.3452148932806811,0.9506865399041129,0.20251572327044023,0.25662434679025786,0.35565476190476186
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.04774319188365738,0.0345824041209913,0.019537016678707164,0.40921052631578947,11.832911468043406,1.0,0.017885942322960494,1.6341144161871861,0.9613897607350922,0.31115557778889447,0.388047746171128,0.48707574453845787
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.0345824041209913,0.04774319188365738,0.019537016678707164,0.5649409627611263,11.832911468043406,1.0,0.017885942322960494,2.188799051641113,0.9482838813185122,0.31115557778889447,0.5431284570183718,0.48707574453845787
"frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.015328077394226843,0.0554386405754311,0.01001978829663599,0.653688524590164,11.791207681233457,1.0,0.009170020523265057,2.727490789344318,0.9294375356175709,0.16494312306101344,0.6333626482234986,0.41721253424975624
frozenset({'VINTAGE SNAP CARDS'}),frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),0.04648679209724534,0.032980494393315955,0.01802933693501272,0.3878378378378378,11.759612612612612,1.0,0.016496179548886276,1.5796786625804549,0.9595705414510417,0.2934560327198364,0.36695986108562845,0.4672522522522522
frozenset({'VINTAGE HEADS AND TAILS CARD GAME '}),frozenset({'VINTAGE SNAP CARDS'}),0.032980494393315955,0.04648679209724534,0.01802933693501272,0.5466666666666666,11.759612612612612,1.0,0.016496179548886276,2.1033379586090173,0.9461682829385543,0.2934560327198364,0.5245652293265693,0.4672522522522522
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",0.05568992053271351,0.020856236454439802,0.01353770769858969,0.2430908065425832,11.655545192614792,1.0,0.012376225547830456,1.293607967784112,0.9681183621885068,0.2148554336989033,0.22696827408001224,0.4460935960423759
"frozenset({'WOODEN PICTURE FRAME WHITE FINISH', 'WHITE HANGING HEART T-LIGHT HOLDER'})",frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.020856236454439802,0.05568992053271351,0.01353770769858969,0.6490963855421686,11.65554519261479,1.0,0.012376225547830456,2.691081084833812,0.9336769140228809,0.2148554336989033,0.6284021296735638,0.4460935960423759
frozenset({'LUNCH BAG PINK POLKADOT'}),frozenset({'LUNCH BAG SUKI DESIGN '}),0.0345824041209913,0.028237585199610515,0.011244778088387725,0.32515894641235243,11.515111653982276,1.0,0.010268254505613871,1.4399871045696215,0.9458679829523148,0.21802679658952495,0.3055493366387635,0.361689595564352
frozenset({'LUNCH BAG SUKI DESIGN '}),frozenset({'LUNCH BAG PINK POLKADOT'}),0.028237585199610515,0.0345824041209913,0.011244778088387725,0.39822024471635153,11.515111653982276,1.0,0.010268254505613871,1.6042706445383157,0.9396922336292697,0.21802679658952495,0.37666377964063263,0.361689595564352
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",0.049564971573954834,0.01793510695103182,0.010114018280616891,0.20405576679340937,11.37744911979295,1.0,0.00922506521441316,1.233836306712796,0.959673001143954,0.1762452107279693,0.18951971622215102,0.38398935450003213
"frozenset({'60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.01793510695103182,0.049564971573954834,0.010114018280616891,0.563922942206655,11.37744911979295,1.0,0.00922506521441316,2.179511651531212,0.9287643235979949,0.1762452107279693,0.5411816223613891,0.38398935450003213
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03335741432923956,0.028520275151553223,0.010805038163143512,0.3239171374764595,11.35743381700225,1.0,0.009853675528129236,1.4369240498454743,0.9434220618517749,0.21156211562115626,0.304068993690001,0.35138588151356015
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.028520275151553223,0.03335741432923956,0.010805038163143512,0.3788546255506608,11.35743381700225,1.0,0.009853675528129236,1.5562260067181748,0.9387246258685497,0.21156211562115626,0.3574198119790865,0.35138588151356015
frozenset({'PLASTERS IN TIN SKULLS'}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.02842604516757232,0.036309953827307846,0.011653108018971637,0.4099447513812155,11.290147966889064,1.0,0.010620959631444118,1.6332200220716977,0.9380934894837575,0.21952662721893496,0.3877126250684058,0.3654395037182894
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN SKULLS'}),0.036309953827307846,0.02842604516757232,0.011653108018971637,0.32093425605536335,11.290147966889064,1.0,0.010620959631444118,1.4307509449506834,0.9457679937652486,0.21952662721893496,0.3010663361578496,0.3654395037182894
frozenset({'BAKING SET SPACEBOY DESIGN'}),frozenset({'BAKING SET 9 PIECE RETROSPOT '}),0.027735025285045702,0.05471621069824418,0.017087037095203695,0.6160815402038505,11.259579790740522,1.0,0.015569481607986005,2.462199368594249,0.9371794341888724,0.2614127823161942,0.5938590462026911,0.46418313519951426
frozenset({'BAKING SET 9 PIECE RETROSPOT '}),frozenset({'BAKING SET SPACEBOY DESIGN'}),0.05471621069824418,0.027735025285045702,0.017087037095203695,0.312284730195178,11.259579790740522,1.0,0.015569481607986005,1.4137609231664863,0.9639292974209122,0.2614127823161942,0.29266682675014155,0.46418313519951426
frozenset({'PLASTERS IN TIN SPACEBOY'}),frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),0.036309953827307846,0.0311273047083582,0.012721047837421867,0.3503460207612457,11.255263635697053,1.0,0.011590816840692839,1.4913672912878,0.9454831296644362,0.23249138920780715,0.32947436500602284,0.3795120618437914
frozenset({'PLASTERS IN TIN VINTAGE PAISLEY '}),frozenset({'PLASTERS IN TIN SPACEBOY'}),0.0311273047083582,0.036309953827307846,0.012721047837421867,0.408678102926337,11.255263635697052,1.0,0.011590816840692839,1.6297215627254913,0.9404255949307712,0.23249138920780715,0.3863982517801177,0.3795120618437914
"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.018092156924333323,0.049564971573954834,0.01001978829663599,0.5538194444444444,11.173605610125334,1.0,0.009123051052969879,2.1301578847214087,0.9272798670792645,0.17384196185286102,0.5305512294780983,0.37798703527672156
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),"frozenset({'60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})",0.049564971573954834,0.018092156924333323,0.01001978829663599,0.20215462610899873,11.173605610125334,1.0,0.009123051052969879,1.2306994252370151,0.9579859190576321,0.17384196185286102,0.18745391482781076,0.37798703527672156
