Customer ID,Recency,Frequency,Monetary,Cluster,Segment,Churn
13276.0,32,3,1167.08,1,Champions,0
13277.0,15,3,264.9,1,Champions,0
13278.0,34,3,796.16,1,Champions,0
13280.0,14,4,1118.89,1,Champions,0
13281.0,74,1,344.55,1,Champions,0
13282.0,41,1,181.05,1,Champions,0
13283.0,202,2,258.40000000000003,0,Lost Customers,1
13285.0,235,2,561.73,0,Lost Customers,1
13286.0,235,1,567.41,0,Lost Customers,1
13287.0,238,3,750.89,0,Lost Customers,1
13288.0,144,2,189.4,0,Lost Customers,1
13289.0,358,1,236.25,0,Lost Customers,1
13291.0,49,10,2502.88,1,Champions,0
13292.0,50,3,359.17,1,Champions,0
13293.0,27,6,1083.79,1,Champions,0
13294.0,281,1,745.89,0,Lost Customers,1
13295.0,11,3,900.77,1,Champions,0
13296.0,58,5,684.3,1,Champions,0
13297.0,20,3,1004.83,1,Champions,0
13299.0,58,2,773.4000000000001,1,Champions,0
13300.0,23,2,734.22,1,Champions,0
13303.0,35,1,51.769999999999996,1,Champions,0
13304.0,90,3,779.09,1,Champions,0
13305.0,7,7,1410.24,1,Champions,0
13306.0,65,1,48.9,1,Champions,0
13307.0,122,2,232.84,1,Champions,1
13308.0,231,1,263.36,0,Lost Customers,1
13309.0,27,1,249.58,1,Champions,0
13310.0,15,2,409.17,1,Champions,0
13312.0,86,1,124.75,1,Champions,0
13313.0,114,6,1816.31,1,Champions,1
13315.0,324,1,299.82000000000005,0,Lost Customers,1
13316.0,27,6,1255.69,1,Champions,0
13317.0,20,13,3407.35,2,At Risk,0
13319.0,0,34,9600.0,2,At Risk,0
13320.0,69,2,679.4,1,Champions,0
13324.0,63,8,1136.0,1,Champions,0
13326.0,67,1,256.26,1,Champions,0
13327.0,0,13,5999.900000000001,2,At Risk,0
13329.0,1,7,1600.56,1,Champions,0
13330.0,90,3,1449.98,1,Champions,0
13331.0,36,1,165.5,1,Champions,0
13333.0,46,3,850.35,1,Champions,0
13334.0,171,2,2565.2,0,Lost Customers,1
13337.0,181,1,1230.59,0,Lost Customers,1
13338.0,176,3,1456.05,0,Lost Customers,1
13340.0,52,4,2482.7799999999997,1,Champions,0
13346.0,97,5,239.4,1,Champions,1
13357.0,129,4,2802.22,1,Champions,1
13359.0,38,1,543.8000000000001,1,Champions,0
13360.0,66,4,1304.29,1,Champions,0
13361.0,107,2,1450.5,1,Champions,1
13362.0,13,3,2134.57,1,Champions,0
13363.0,44,1,698.5,1,Champions,0
13367.0,66,1,359.4,1,Champions,0
13368.0,49,2,448.1,1,Champions,0
13369.0,0,1,238.38000000000002,1,Champions,0
13370.0,6,1,655.75,1,Champions,0
13371.0,140,2,1666.76,1,Champions,1
13373.0,50,3,3422.68,1,Champions,0
13374.0,49,2,372.8,1,Champions,0
13375.0,79,1,501.6,1,Champions,0
13377.0,31,2,1219.78,1,Champions,0
13380.0,67,1,62.4,1,Champions,0
13381.0,14,6,3745.36,1,Champions,0
13382.0,63,4,1164.59,1,Champions,0
13384.0,25,4,1843.86,1,Champions,0
13386.0,49,2,595.46,1,Champions,0
13387.0,52,1,176.12,1,Champions,0
13388.0,238,1,402.1,0,Lost Customers,1
13392.0,312,1,91.14,0,Lost Customers,1
13393.0,218,4,1046.31,0,Lost Customers,1
13394.0,14,11,3836.78,1,Champions,0
13395.0,35,2,703.67,1,Champions,0
13397.0,72,5,991.5,1,Champions,0
13398.0,83,1,193.1,1,Champions,0
13399.0,99,3,249.9,1,Champions,1
13400.0,217,1,303.15,0,Lost Customers,1
13402.0,7,3,899.98,1,Champions,0
13403.0,22,2,129.0,1,Champions,0
13405.0,116,3,432.8,1,Champions,1
13406.0,62,1,288.6,1,Champions,0
13407.0,234,2,1845.64,0,Lost Customers,1
13408.0,8,40,9822.630000000001,2,At Risk,0
13410.0,28,3,494.28000000000003,1,Champions,0
13412.0,255,1,390.34999999999997,0,Lost Customers,1
13413.0,274,5,146.63,0,Lost Customers,1
13414.0,98,3,567.48,1,Champions,1
13415.0,265,3,623.79,0,Lost Customers,1
13416.0,371,1,228.3,0,Lost Customers,1
13417.0,182,4,1028.66,0,Lost Customers,1
13418.0,7,15,4821.74,2,At Risk,0
13421.0,41,6,2003.85,1,Champions,0
13423.0,63,1,207.07999999999998,1,Champions,0
13424.0,84,1,572.77,1,Champions,0
13425.0,143,2,1657.21,1,Champions,1
13426.0,17,12,3814.7,2,At Risk,0
13427.0,112,3,413.98,1,Champions,1
13428.0,149,2,276.76,0,Lost Customers,1
13431.0,41,6,1443.64,1,Champions,0
13432.0,206,2,429.15,0,Lost Customers,1
13433.0,136,4,483.12,1,Champions,1
13434.0,20,3,691.98,1,Champions,0
13435.0,11,2,410.52,1,Champions,0
13438.0,182,1,46.5,0,Lost Customers,1
13439.0,23,2,577.45,1,Champions,0
13440.0,58,7,1221.6000000000001,1,Champions,0
13441.0,66,1,366.56,1,Champions,0
13442.0,302,3,279.02,0,Lost Customers,1
13443.0,83,5,979.63,1,Champions,0
13444.0,9,2,612.78,1,Champions,0
13445.0,261,1,201.0,0,Lost Customers,1
13446.0,65,11,3112.53,1,Champions,0
13448.0,8,8,4551.09,1,Champions,0
13450.0,9,7,1023.68,1,Champions,0
13451.0,16,6,4131.85,1,Champions,0
13453.0,37,1,379.31,1,Champions,0
13454.0,276,1,219.87,0,Lost Customers,1
13455.0,1,5,1469.29,1,Champions,0
13457.0,323,2,148.22,0,Lost Customers,1
13458.0,14,2,2139.3,1,Champions,0
13459.0,259,2,1047.49,0,Lost Customers,1
13461.0,42,3,804.6,1,Champions,0
13462.0,45,4,1002.35,1,Champions,0
13464.0,29,5,2153.81,1,Champions,0
13465.0,81,2,563.08,1,Champions,0
13466.0,43,4,647.3,1,Champions,0
13468.0,3,37,6698.93,2,At Risk,0
13469.0,288,1,62.5,0,Lost Customers,1
13472.0,98,2,585.28,1,Champions,1
13473.0,209,5,1199.5,0,Lost Customers,1
13474.0,78,2,344.93,1,Champions,0
13476.0,41,3,658.0500000000001,1,Champions,0
13477.0,90,5,1118.41,1,Champions,0
13478.0,104,5,1923.97,1,Champions,1
13479.0,87,2,530.52,1,Champions,0
13480.0,51,2,571.3000000000001,1,Champions,0
13481.0,9,6,1878.0800000000002,1,Champions,0
13482.0,262,1,151.45,0,Lost Customers,1
13484.0,18,2,446.27,1,Champions,0
13485.0,11,10,2169.57,1,Champions,0
13487.0,140,2,271.47,0,Lost Customers,1
13488.0,2,11,5043.32,2,At Risk,0
13490.0,289,1,66.19999999999999,0,Lost Customers,1
13491.0,7,18,3153.54,2,At Risk,0
13495.0,3,6,3125.07,1,Champions,0
13497.0,3,5,946.78,1,Champions,0
13498.0,365,1,217.55,0,Lost Customers,1
13500.0,36,1,229.88,1,Champions,0
13501.0,121,2,1401.19,1,Champions,1
13502.0,50,2,281.9,1,Champions,0
13503.0,114,4,1415.32,1,Champions,1
13506.0,4,4,1088.56,1,Champions,0
13508.0,277,1,165.64,0,Lost Customers,1
13509.0,142,1,60.0,0,Lost Customers,1
13510.0,10,6,2465.15,1,Champions,0
13511.0,311,1,236.81,0,Lost Customers,1
13512.0,22,3,442.28000000000003,1,Champions,0
13513.0,76,2,619.49,1,Champions,0
13514.0,63,3,584.4,1,Champions,0
13515.0,84,2,374.7,1,Champions,0
13516.0,52,1,246.25,1,Champions,0
13519.0,77,1,220.46,1,Champions,0
13520.0,6,6,2658.31,1,Champions,0
13523.0,1,2,986.87,1,Champions,0
13526.0,373,2,408.56,0,Lost Customers,1
13527.0,53,5,2230.83,1,Champions,0
13530.0,269,1,402.97999999999996,0,Lost Customers,1
13531.0,1,5,1073.17,1,Champions,0
13534.0,14,10,1809.42,1,Champions,0
13537.0,60,2,593.5,1,Champions,0
13538.0,31,5,1659.03,1,Champions,0
13539.0,55,4,816.1700000000001,1,Champions,0
13540.0,102,3,597.74,1,Champions,1
13541.0,62,2,500.25,1,Champions,0
13542.0,11,17,3820.34,2,At Risk,0
13543.0,269,2,1255.26,0,Lost Customers,1
13544.0,46,4,478.4,1,Champions,0
13545.0,25,2,352.33,1,Champions,0
13546.0,17,2,394.25,1,Champions,0
13547.0,43,1,157.13,1,Champions,0
13548.0,106,1,203.89000000000001,1,Champions,1
13549.0,22,1,87.6,1,Champions,0
13550.0,18,1,286.75,1,Champions,0
13551.0,301,1,152.39999999999998,0,Lost Customers,1
13552.0,63,10,2418.45,1,Champions,0
13553.0,309,1,447.52,0,Lost Customers,1
13554.0,15,7,1294.77,1,Champions,0
13555.0,13,8,3652.8,1,Champions,0
13556.0,64,2,186.9,1,Champions,0
13557.0,50,11,2346.92,1,Champions,0
13561.0,32,10,1517.47,1,Champions,0
13562.0,36,5,2923.8,1,Champions,0
13564.0,3,34,13383.39,2,At Risk,0
13565.0,46,1,174.57999999999998,1,Champions,0
13566.0,69,3,807.59,1,Champions,0
13567.0,63,4,1037.16,1,Champions,0
13569.0,2,3,497.55,1,Champions,0
13571.0,17,14,2286.89,1,Champions,0
13573.0,14,4,359.17,1,Champions,0
13574.0,46,1,321.75,1,Champions,0
13576.0,8,11,2160.71,1,Champions,0
13577.0,17,7,1761.62,1,Champions,0
13578.0,44,1,76.14,1,Champions,0
13579.0,4,4,977.6800000000001,1,Champions,0
13580.0,41,1,67.8,1,Champions,0
13581.0,49,1,162.53,1,Champions,0
13582.0,24,2,241.68,1,Champions,0
13583.0,314,1,664.0,0,Lost Customers,1
13584.0,133,2,201.3,1,Champions,1
13585.0,165,2,366.05,0,Lost Customers,1
13586.0,176,1,127.28,0,Lost Customers,1
13587.0,84,3,417.90000000000003,1,Champions,0
13589.0,84,4,534.29,1,Champions,0
13590.0,10,12,3523.84,1,Champions,0
13591.0,70,3,703.96,1,Champions,0
13593.0,22,9,3164.86,1,Champions,0
13594.0,120,1,85.35000000000001,1,Champions,1
13595.0,151,3,738.08,0,Lost Customers,1
13597.0,35,2,389.15,1,Champions,0
13598.0,130,4,585.67,1,Champions,1
13599.0,1,12,3491.14,1,Champions,0
13600.0,269,1,102.35000000000001,0,Lost Customers,1
13601.0,27,2,433.21999999999997,1,Champions,0
13602.0,16,3,596.28,1,Champions,0
13604.0,293,1,263.12,0,Lost Customers,1
13605.0,22,2,453.13,1,Champions,0
13607.0,37,1,400.3,1,Champions,0
13608.0,175,1,232.05,0,Lost Customers,1
13609.0,228,1,51.650000000000006,0,Lost Customers,1
13610.0,22,7,930.48,1,Champions,0
13611.0,9,7,2096.88,1,Champions,0
13612.0,267,1,772.89,0,Lost Customers,1
13613.0,87,5,1007.2,1,Champions,0
13614.0,28,2,517.63,1,Champions,0
13615.0,34,7,5072.79,1,Champions,0
13616.0,203,2,247.95,0,Lost Customers,1
13617.0,43,5,530.22,1,Champions,0
13619.0,179,2,189.49,0,Lost Customers,1
13620.0,163,1,52.34,0,Lost Customers,1
13622.0,331,1,611.66,0,Lost Customers,1
13623.0,15,5,1322.6100000000001,1,Champions,0
13624.0,23,1,293.37,1,Champions,0
13625.0,231,1,230.36,0,Lost Customers,1
13626.0,14,1,295.26,1,Champions,0
13627.0,123,2,508.23,1,Champions,1
13628.0,311,1,310.14,0,Lost Customers,1
13632.0,29,3,1466.28,1,Champions,0
13634.0,11,10,3192.3,1,Champions,0
13635.0,77,3,1848.23,1,Champions,0
13639.0,71,1,312.93,1,Champions,0
13640.0,246,1,405.0,0,Lost Customers,1
13641.0,275,4,616.75,0,Lost Customers,1
13642.0,67,3,146.3,1,Champions,0
13643.0,17,7,1437.53,1,Champions,0
13646.0,34,2,266.5,1,Champions,0
13647.0,129,3,971.78,1,Champions,1
13648.0,35,8,1715.82,1,Champions,0
13649.0,1,5,1147.6200000000001,1,Champions,0
13650.0,9,4,1324.7,1,Champions,0
13651.0,16,1,57.35,1,Champions,0
13652.0,3,3,1436.98,1,Champions,0
13653.0,122,1,152.2,1,Champions,1
13654.0,15,5,3195.73,1,Champions,0
13655.0,9,4,1084.79,1,Champions,0
13656.0,134,2,699.2,1,Champions,1
13658.0,18,4,2873.05,1,Champions,0
13659.0,51,10,2752.71,1,Champions,0
13660.0,35,1,253.04,1,Champions,0
13661.0,238,1,299.74,0,Lost Customers,1
13662.0,20,8,1163.55,1,Champions,0
13663.0,15,4,1632.14,1,Champions,0
13665.0,21,3,1483.6,1,Champions,0
13666.0,55,2,30.5,1,Champions,0
13668.0,18,13,4577.37,2,At Risk,0
13669.0,42,1,135.0,1,Champions,0
13671.0,29,1,172.6,1,Champions,0
13672.0,365,1,233.53000000000003,0,Lost Customers,1
13674.0,67,1,200.88,1,Champions,0
13676.0,174,2,153.15,0,Lost Customers,1
13677.0,39,2,277.07,1,Champions,0
13679.0,128,3,281.26,1,Champions,1
13680.0,106,8,4481.21,1,Champions,1
13683.0,92,1,258.6,1,Champions,1
13684.0,25,3,493.5,1,Champions,0
13686.0,15,2,323.12,1,Champions,0
13688.0,270,1,190.5,0,Lost Customers,1
13689.0,79,1,19.5,1,Champions,0
13691.0,31,1,211.62,1,Champions,0
13692.0,43,2,1151.65,1,Champions,0
13693.0,9,9,1556.3300000000002,1,Champions,0
13694.0,8,40,10221.0,2,At Risk,0
13695.0,212,1,71.39999999999999,0,Lost Customers,1
13696.0,56,3,867.4000000000001,1,Champions,0
13698.0,231,2,364.27,0,Lost Customers,1
13699.0,185,1,345.42,0,Lost Customers,1
13700.0,52,3,296.86,1,Champions,0
13701.0,81,1,161.0,1,Champions,0
13702.0,80,1,135.18,1,Champions,0
13703.0,50,1,290.26,1,Champions,0
13705.0,8,5,1158.47,1,Champions,0
13706.0,261,1,236.63,0,Lost Customers,1
13707.0,64,3,2103.75,1,Champions,0
13709.0,81,5,1170.5,1,Champions,0
13710.0,58,2,329.04,1,Champions,0
13711.0,41,7,1377.8200000000002,1,Champions,0
13712.0,245,1,232.89,0,Lost Customers,1
13713.0,43,3,660.96,1,Champions,0
13714.0,100,1,113.95,1,Champions,1
13715.0,7,13,6489.82,2,At Risk,0
13717.0,92,2,304.37,1,Champions,1
13719.0,28,6,1652.85,1,Champions,0
13721.0,30,1,217.39999999999998,1,Champions,0
13722.0,55,7,2565.5,1,Champions,0
13723.0,27,5,890.38,1,Champions,0
13724.0,272,1,213.01,0,Lost Customers,1
13727.0,246,6,476.42,0,Lost Customers,1
13728.0,22,10,1804.18,1,Champions,0
13729.0,70,3,476.73,1,Champions,0
13733.0,45,2,422.91,1,Champions,0
13734.0,143,2,107.3,0,Lost Customers,1
13735.0,11,9,5685.36,2,At Risk,0
13736.0,60,5,1781.33,1,Champions,0
13738.0,31,1,397.13,1,Champions,0
13739.0,162,1,75.3,0,Lost Customers,1
13740.0,50,4,1039.89,1,Champions,0
13745.0,181,1,414.32,0,Lost Customers,1
13746.0,48,1,163.94,1,Champions,0
13747.0,59,1,50.4,1,Champions,0
13748.0,17,4,715.0,1,Champions,0
13750.0,48,4,1060.68,1,Champions,0
13752.0,162,1,313.65000000000003,0,Lost Customers,1
13753.0,233,3,1266.91,0,Lost Customers,1
13754.0,72,1,131.60000000000002,1,Champions,0
13756.0,20,9,2666.7400000000002,1,Champions,0
13757.0,309,1,42.55,0,Lost Customers,1
13758.0,1,9,4286.78,1,Champions,0
13760.0,39,3,641.2,1,Champions,0
13761.0,137,4,749.37,1,Champions,1
13762.0,284,2,231.60000000000002,0,Lost Customers,1
13763.0,52,2,1028.64,1,Champions,0
13764.0,204,3,1301.74,0,Lost Customers,1
13765.0,288,1,248.86,0,Lost Customers,1
13766.0,130,1,190.35,1,Champions,1
13767.0,4,38,12884.08,2,At Risk,0
13768.0,361,2,810.6700000000001,0,Lost Customers,1
13769.0,2,11,2379.31,1,Champions,0
13770.0,71,2,335.43,1,Champions,0
13771.0,168,5,2612.8,0,Lost Customers,1
13772.0,35,5,1615.54,1,Champions,0
13773.0,31,2,301.54,1,Champions,0
13775.0,225,1,985.91,0,Lost Customers,1
13777.0,8,20,3784.56,2,At Risk,0
13778.0,126,3,742.15,1,Champions,1
13779.0,150,1,135.63,0,Lost Customers,1
13780.0,42,1,370.90000000000003,1,Champions,0
13781.0,227,2,638.24,0,Lost Customers,1
13782.0,88,7,622.54,1,Champions,0
13784.0,69,3,167.9,1,Champions,0
13785.0,63,4,407.89,1,Champions,0
13786.0,2,6,2486.64,1,Champions,0
13787.0,93,4,798.52,1,Champions,1
13788.0,140,1,3.75,0,Lost Customers,1
13789.0,23,1,239.45999999999998,1,Champions,0
13792.0,57,1,103.2,1,Champions,0
13793.0,281,1,96.0,0,Lost Customers,1
13794.0,181,1,108.13,0,Lost Customers,1
13795.0,39,3,362.84999999999997,1,Champions,0
13796.0,134,1,278.75,1,Champions,1
13797.0,71,3,1010.6,1,Champions,0
13798.0,10,42,6888.41,2,At Risk,0
13799.0,79,7,1705.48,1,Champions,0
13800.0,65,2,593.45,1,Champions,0
13802.0,9,16,8015.56,2,At Risk,0
13803.0,66,2,962.5600000000001,1,Champions,0
13804.0,70,2,572.73,1,Champions,0
13807.0,2,3,341.85,1,Champions,0
13809.0,29,2,246.25,1,Champions,0
13813.0,162,4,1104.93,0,Lost Customers,1
13814.0,162,1,598.8,0,Lost Customers,1
13815.0,41,4,2493.05,1,Champions,0
13818.0,64,1,61.28,1,Champions,0
13819.0,304,3,1276.5,0,Lost Customers,1
13820.0,53,3,617.3,1,Champions,0
13821.0,28,4,932.4,1,Champions,0
13823.0,15,5,2044.19,1,Champions,0
13824.0,14,7,1298.96,1,Champions,0
13825.0,256,2,230.39,0,Lost Customers,1
13829.0,56,1,102.0,1,Champions,0
13830.0,216,1,110.20000000000002,0,Lost Customers,1
13831.0,4,12,2089.05,1,Champions,0
13832.0,57,1,370.4,1,Champions,0
13833.0,39,1,238.70000000000002,1,Champions,0
13834.0,211,2,195.5,0,Lost Customers,1
13835.0,154,3,178.3,0,Lost Customers,1
13836.0,34,2,462.47,1,Champions,0
13838.0,4,7,1160.23,1,Champions,0
13839.0,121,1,139.95000000000002,1,Champions,1
13840.0,51,1,579.8000000000001,1,Champions,0
13842.0,1,10,1863.75,1,Champions,0
13843.0,16,1,260.05,1,Champions,0
13846.0,34,1,442.73,1,Champions,0
13847.0,354,1,237.82,0,Lost Customers,1
13849.0,32,3,1601.54,1,Champions,0
13851.0,14,4,1578.1000000000001,1,Champions,0
13852.0,245,1,187.35000000000002,0,Lost Customers,1
13854.0,0,15,1856.6,1,Champions,0
13855.0,135,4,1185.8500000000001,1,Champions,1
13856.0,98,7,452.17,1,Champions,1
13857.0,28,6,919.26,1,Champions,0
13859.0,164,1,81.15,0,Lost Customers,1
13861.0,64,2,240.60999999999999,1,Champions,0
13862.0,24,1,346.73,1,Champions,0
13863.0,100,3,795.37,1,Champions,1
13869.0,16,6,4318.19,1,Champions,0
13870.0,22,7,1996.1399999999999,1,Champions,0
13871.0,63,4,1391.8,1,Champions,0
13872.0,162,3,862.37,0,Lost Customers,1
13873.0,18,5,443.1,1,Champions,0
13874.0,139,6,1483.2,1,Champions,1
13875.0,22,9,2563.52,1,Champions,0
13877.0,105,2,240.9,1,Champions,1
13878.0,182,3,873.53,0,Lost Customers,1
13879.0,280,1,375.6,0,Lost Customers,1
13880.0,2,5,1171.89,1,Champions,0
13881.0,57,16,6702.740000000001,2,At Risk,0
13883.0,38,9,3239.44,1,Champions,0
13884.0,11,5,977.73,1,Champions,0
13888.0,39,5,1177.47,1,Champions,0
13889.0,17,5,1574.3300000000002,1,Champions,0
13890.0,9,4,1011.12,1,Champions,0
13891.0,13,3,786.9,1,Champions,0
13892.0,210,1,12.600000000000001,0,Lost Customers,1
13895.0,150,2,1135.4,0,Lost Customers,1
13896.0,260,1,261.05,0,Lost Customers,1
13897.0,73,2,810.77,1,Champions,0
13898.0,46,1,499.22999999999996,1,Champions,0
13900.0,24,3,793.32,1,Champions,0
13901.0,9,10,2318.12,1,Champions,0
13902.0,359,1,357.66,0,Lost Customers,1
13903.0,35,1,165.45000000000002,1,Champions,0
13905.0,367,1,301.70000000000005,0,Lost Customers,1
13907.0,326,1,136.8,0,Lost Customers,1
13909.0,58,2,199.39,1,Champions,0
13911.0,14,11,1164.87,1,Champions,0
13912.0,58,1,124.95,1,Champions,0
13913.0,141,1,13.52,0,Lost Customers,1
13915.0,29,1,70.80000000000001,1,Champions,0
13916.0,98,4,1056.96,1,Champions,1
13919.0,59,2,823.75,1,Champions,0
13920.0,66,4,1107.3,1,Champions,0
13921.0,37,4,620.75,1,Champions,0
13922.0,72,2,557.65,1,Champions,0
13927.0,72,1,318.95,1,Champions,0
13929.0,51,7,1299.39,1,Champions,0
13931.0,27,9,3671.94,1,Champions,0
13935.0,231,3,3013.7,0,Lost Customers,1
13936.0,17,2,528.18,1,Champions,0
13937.0,37,1,658.65,1,Champions,0
13939.0,66,4,847.75,1,Champions,0
13941.0,7,9,2059.6800000000003,1,Champions,0
13943.0,212,1,221.04,0,Lost Customers,1
13944.0,288,1,192.87,0,Lost Customers,1
13945.0,29,2,764.55,1,Champions,0
13946.0,11,3,737.5,1,Champions,0
13948.0,46,3,382.5,1,Champions,0
13952.0,15,11,6425.150000000001,2,At Risk,0
13955.0,10,1,135.3,1,Champions,0
13957.0,52,3,438.35,1,Champions,0
13958.0,14,8,3533.9100000000003,1,Champions,0
13959.0,34,3,435.77,1,Champions,0
13961.0,27,1,470.25,1,Champions,0
13962.0,70,1,180.5,1,Champions,0
13963.0,2,14,1995.65,1,Champions,0
13964.0,22,2,438.9,1,Champions,0
13965.0,111,3,475.20000000000005,1,Champions,1
13966.0,70,1,263.3,1,Champions,0
13967.0,31,1,65.7,1,Champions,0
13968.0,58,1,123.66,1,Champions,0
13969.0,0,18,4017.14,2,At Risk,0
13970.0,21,2,359.35,1,Champions,0
13971.0,58,6,1791.24,1,Champions,0
13974.0,217,1,244.23000000000002,0,Lost Customers,1
13975.0,28,6,2694.89,1,Champions,0
13976.0,141,3,714.78,1,Champions,1
13977.0,46,1,519.8100000000001,1,Champions,0
13979.0,28,6,2374.52,1,Champions,0
13980.0,74,4,496.82,1,Champions,0
13981.0,50,1,257.55,1,Champions,0
13982.0,0,6,2126.72,1,Champions,0
13983.0,1,10,3497.53,1,Champions,0
13984.0,1,8,1034.49,1,Champions,0
13985.0,9,7,2907.93,1,Champions,0
13987.0,14,2,675.58,1,Champions,0
13988.0,18,2,599.89,1,Champions,0
13989.0,99,3,670.46,1,Champions,1
13992.0,15,2,142.7,1,Champions,0
13993.0,14,10,2868.7000000000003,1,Champions,0
13995.0,14,9,2440.28,1,Champions,0
13996.0,21,2,723.6,1,Champions,0
13997.0,154,2,262.51,0,Lost Customers,1
13998.0,81,3,449.1,1,Champions,0
13999.0,9,17,5322.35,2,At Risk,0
14000.0,49,4,1011.2,1,Champions,0
14001.0,8,7,2283.01,1,Champions,0
14003.0,367,1,199.32999999999998,0,Lost Customers,1
14004.0,28,4,1366.7,1,Champions,0
14006.0,163,4,491.4,0,Lost Customers,1
14007.0,147,1,59.58,0,Lost Customers,1
14008.0,67,1,509.04,1,Champions,0
14009.0,97,1,299.3,1,Champions,1
14010.0,200,2,445.15,0,Lost Customers,1
14011.0,115,2,395.9,1,Champions,1
14013.0,15,2,550.6,1,Champions,0
14014.0,11,2,1100.49,1,Champions,0
14016.0,31,7,5377.06,1,Champions,0
14017.0,206,1,217.0,0,Lost Customers,1
14018.0,280,1,341.95000000000005,0,Lost Customers,1
14020.0,111,2,494.71,1,Champions,1
14021.0,9,4,932.3100000000001,1,Champions,0
14022.0,121,1,352.15000000000003,1,Champions,1
14024.0,25,1,254.74,1,Champions,0
14025.0,99,8,3027.23,1,Champions,1
14026.0,105,2,713.11,1,Champions,1
14030.0,1,14,4472.22,2,At Risk,0
14031.0,0,26,14916.83,2,At Risk,0
14032.0,1,6,1700.44,1,Champions,0
14035.0,41,4,1151.94,1,Champions,0
14037.0,113,4,635.37,1,Champions,1
14038.0,32,2,1325.8,1,Champions,0
14039.0,210,1,31.8,0,Lost Customers,1
14040.0,21,23,8064.76,2,At Risk,0
14042.0,360,1,402.08,0,Lost Customers,1
14043.0,126,2,208.75,1,Champions,1
14044.0,53,6,2140.41,1,Champions,0
14045.0,175,3,578.0,0,Lost Customers,1
14047.0,7,10,2647.85,1,Champions,0
14048.0,17,1,298.81,1,Champions,0
14049.0,22,9,5692.53,2,At Risk,0
14051.0,1,15,6212.09,2,At Risk,0
14052.0,25,1,198.85,1,Champions,0
14053.0,32,2,68.25,1,Champions,0
14055.0,212,2,395.75,0,Lost Customers,1
14057.0,16,5,1748.33,1,Champions,0
14058.0,97,2,443.69,1,Champions,1
14060.0,1,11,1536.96,1,Champions,0
14061.0,359,2,441.98,0,Lost Customers,1
14062.0,9,11,6749.7,2,At Risk,0
14063.0,321,3,274.94,0,Lost Customers,1
14064.0,65,10,1568.97,1,Champions,0
14065.0,24,3,790.84,1,Champions,0
14068.0,238,3,1084.82,0,Lost Customers,1
14069.0,149,2,187.36,0,Lost Customers,1
14070.0,319,1,243.45000000000002,0,Lost Customers,1
14072.0,301,1,319.95,0,Lost Customers,1
14074.0,258,1,50.599999999999994,0,Lost Customers,1
14075.0,38,2,574.26,1,Champions,0
14077.0,30,1,108.1,1,Champions,0
14078.0,8,4,579.58,1,Champions,0
14080.0,48,4,554.58,1,Champions,0
14081.0,4,9,3791.84,1,Champions,0
14082.0,27,1,231.10999999999999,1,Champions,0
14083.0,6,3,346.4,1,Champions,0
14084.0,147,1,56.4,0,Lost Customers,1
14085.0,3,15,4899.1900000000005,2,At Risk,0
14087.0,39,2,531.16,1,Champions,0
14088.0,41,2,5264.49,1,Champions,0
14092.0,9,10,2863.32,1,Champions,0
14094.0,74,1,234.37,1,Champions,0
14095.0,357,1,2.95,0,Lost Customers,1
14097.0,116,2,349.77,1,Champions,1
14099.0,10,9,2598.03,1,Champions,0
14101.0,105,4,580.86,1,Champions,1
14104.0,24,3,422.33,1,Champions,0
14105.0,43,4,4262.84,1,Champions,0
14107.0,83,4,1895.49,1,Champions,0
14108.0,366,2,406.25,0,Lost Customers,1
14110.0,70,21,5436.52,2,At Risk,0
14112.0,86,6,2808.34,1,Champions,0
14113.0,10,9,2761.4700000000003,1,Champions,0
14114.0,30,5,851.7,1,Champions,0
14115.0,136,2,322.07,1,Champions,1
14118.0,63,1,279.35,1,Champions,0
14119.0,10,2,117.04,1,Champions,0
14122.0,41,2,252.82000000000002,1,Champions,0
14123.0,368,1,423.43,0,Lost Customers,1
14126.0,79,1,432.51,1,Champions,0
14127.0,15,3,1113.57,1,Champions,0
14128.0,186,1,283.35,0,Lost Customers,1
14129.0,34,4,1427.1599999999999,1,Champions,0
14130.0,10,3,1132.93,1,Champions,0
14131.0,283,1,168.22,0,Lost Customers,1
14133.0,368,1,116.1,0,Lost Customers,1
14134.0,17,14,6576.61,2,At Risk,0
14135.0,2,10,1256.3600000000001,1,Champions,0
14136.0,35,5,1417.99,1,Champions,0
14137.0,330,1,188.7,0,Lost Customers,1
14139.0,125,3,631.18,1,Champions,1
14142.0,8,2,624.51,1,Champions,0
14144.0,121,1,30.599999999999998,1,Champions,1
14146.0,18,7,4322.75,1,Champions,0
14147.0,23,5,565.8,1,Champions,0
14148.0,49,1,181.59,1,Champions,0
14151.0,308,2,646.8,0,Lost Customers,1
14152.0,22,5,1263.16,1,Champions,0
14153.0,118,1,233.4,1,Champions,1
14154.0,16,5,4335.18,1,Champions,0
14156.0,6,74,41588.3,3,Loyal Customers,0
14157.0,24,3,543.85,1,Champions,0
14159.0,14,9,2801.77,1,Champions,0
14160.0,245,6,2317.87,0,Lost Customers,1
14161.0,4,5,1971.6200000000001,1,Champions,0
14163.0,97,1,148.71,1,Champions,1
14166.0,140,2,221.3,0,Lost Customers,1
14167.0,99,4,642.05,1,Champions,1
14168.0,55,2,330.65,1,Champions,0
